Symbol,Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
IS7V24,2024-10-22,379,379,379,379,-1.,-0.26%,0,117
IS7V24,2024-10-23,379,379,379,379,0,0.00%,0,117
IS7V24,2024-10-24,379,379,379,379,0,0.00%,0,50
IS7V24,2024-10-25,379,379,379,379,0,0.00%,0,117
IS7X24,2024-10-28,372,372,372,372,-7.,-1.85%,0,117
IS7X24,2024-10-29,372,372,372,372,0,0.00%,0,117
IS7X24,2024-10-30,379,379,379,379,7,+1.88%,0,117
IS7X24,2024-10-31,379,379,379,379,0,0.00%,0,40
IS7X24,2024-11-01,379,379,379,379,0,0.00%,0,107
IS7X24,2024-11-04,378,382,378,382,3,+0.79%,0,107
IS7X24,2024-11-05,381,381,381,381,-1.,-0.26%,0,107
IS7X24,2024-11-06,379,379,379,379,-2.,-0.52%,0,107
IS7X24,2024-11-07,379,379,379,379,0,0.00%,0,40
IS7X24,2024-11-08,375,375,375,375,-4.,-1.06%,0,107
IS7X24,2024-11-11,373,373,373,373,-2.,-0.53%,0,107
IS7X24,2024-11-12,370,370,370,370,-3.,-0.80%,0,107
IS7X24,2024-11-13,365,365,365,365,-5.,-1.35%,0,107
IS7X24,2024-11-14,364,364,364,364,-1.,-0.27%,0,40
IS7X24,2024-11-15,363,367,363,367,3,+0.82%,0,107
IS7X24,2024-11-18,367,367,367,367,0,0.00%,3,107
IS7X24,2024-11-19,364,364,364,364,-3.,-0.82%,0,107
IS7X24,2024-11-20,360,360,360,360,-4.,-1.10%,0,107
IS7X24,2024-11-21,360,360,360,360,0,0.00%,0,40
IS7Z24,2024-11-22,353,353,353,353,-7.,-1.94%,3,107
IS7Z24,2024-11-25,353,353,353,353,0,0.00%,0,107
IS7Z24,2024-11-26,352,352,352,352,-1.,-0.28%,0,107
IS7Z24,2024-11-27,350,350,350,350,-2.,-0.57%,0,40
IS7Z24,2024-11-29,350,350,350,350,0,0.00%,0,97
IS7Z24,2024-12-02,355,355,355,355,5,+1.43%,0,97
IS7Z24,2024-12-03,344,344,343,344,-11.,-3.10%,0,97
IS7Z24,2024-12-04,345,345,345,345,1,+0.29%,0,97
IS7Z24,2024-12-05,344,345,344,345,0,0.00%,0,30
IS7Z24,2024-12-06,343,343,343,343,-2.,-0.58%,0,97
IS7Z24,2024-12-09,345,345,345,345,2,+0.58%,3,97
IS7Z24,2024-12-10,343,343,343,343,-2.,-0.58%,0,97
IS7Z24,2024-12-11,341,341,341,341,-2.,-0.58%,3,97
IS7Z24,2024-12-12,340,348,340,348,7,+2.05%,0,30
IS7Z24,2024-12-13,348,348,348,348,0,0.00%,0,97
IS7Z24,2024-12-16,347,347,347,347,-1.,-0.29%,0,97
IS7Z24,2024-12-17,344,351,344,351,4,+1.15%,0,97
IS7Z24,2024-12-18,351,351,351,351,0,0.00%,0,97
IS7Z24,2024-12-19,351,351,351,351,0,0.00%,0,30
IS7Z24,2024-12-20,346,351,346,351,0,0.00%,0,97
IS7Z24,2024-12-23,346,346,346,346,-5.,-1.42%,0,97
IS7Z24,2024-12-24,346,346,346,346,0,0.00%,0,97
IS7Z24,2024-12-26,346,346,346,346,0,0.00%,0,30
IS7Z24,2024-12-27,346,346,346,346,0,0.00%,0,97
IS7F25,2024-12-30,354,354,354,354,8,+2.31%,0,30
IS7F25,2024-12-31,354,354,354,354,0,0.00%,0,97
IS7F25,2025-01-02,354,354,354,354,0,0.00%,0,20
IS7F25,2025-01-03,352,352,352,352,-2.,-0.56%,0,87
IS7F25,2025-01-06,352,352,352,352,0,0.00%,0,87
IS7F25,2025-01-07,351,352,351,352,0,0.00%,0,87
IS7F25,2025-01-08,349,349,349,349,-3.,-0.85%,0,87
IS7F25,2025-01-09,347,347,346,347,-2.,-0.57%,0,0
IS7F25,2025-01-10,346,349,346,349,2,+0.58%,0,87
IS7F25,2025-01-13,348,348,348,348,-1.,-0.29%,0,87
IS7F25,2025-01-14,347,347,347,347,-1.,-0.29%,0,87
IS7F25,2025-01-15,345,348,345,348,1,+0.29%,0,87
IS7F25,2025-01-16,345,345,345,345,-3.,-0.86%,0,20
IS7F25,2025-01-17,343,348,343,348,3,+0.87%,0,87
IS7F25,2025-01-21,343,346,345,346,-2.,-0.57%,0,87
IS7F25,2025-01-22,342,345,342,345,-1.,-0.29%,0,87
IS7F25,2025-01-23,341,345,345,345,0,0.00%,0,30
IS7F25,2025-01-24,341,344,341,344,-1.,-0.29%,0,87
IS7G25,2025-01-27,349,349,349,349,5,+1.45%,0,87
IS7G25,2025-01-28,354,354,354,354,5,+1.43%,0,87
IS7G25,2025-01-29,356,356,356,356,2,+0.56%,0,87
IS7G25,2025-01-30,360,360,360,360,4,+1.12%,0,10
IS7G25,2025-01-31,360,360,360,360,0,0.00%,0,77
IS7G25,2025-02-03,360,360,360,360,0,0.00%,0,77
IS7G25,2025-02-04,359,359,359,359,-1.,-0.28%,0,77
IS7G25,2025-02-05,358,359,358,359,0,0.00%,0,77
IS7G25,2025-02-06,358,359,358,359,0,0.00%,0,10
IS7G25,2025-02-07,358,358,358,358,-1.,-0.28%,0,77
IS7G25,2025-02-10,357,358,357,358,0,0.00%,0,77
IS7G25,2025-02-11,357,357,357,357,-1.,-0.28%,0,77
IS7G25,2025-02-12,357,358,357,358,1,+0.28%,0,77
IS7G25,2025-02-13,357,358,357,358,0,0.00%,0,10
IS7G25,2025-02-14,357,358,357,358,0,0.00%,0,77
IS7G25,2025-02-18,357,358,357,358,0,0.00%,0,77
IS7G25,2025-02-19,357,358,357,358,0,0.00%,0,77
IS7G25,2025-02-20,357,357,357,357,-1.,-0.28%,0,10
IS7G25,2025-02-21,356,357,356,357,0,0.00%,0,77
IS7H25,2025-02-24,364,364,364,364,7,+1.96%,0,77
IS7H25,2025-02-25,364,364,364,364,0,0.00%,0,77
IS7H25,2025-02-26,364,364,364,364,0,0.00%,0,77
IS7H25,2025-02-27,364,364,364,364,0,0.00%,0,10
IS7H25,2025-02-28,364,364,364,364,0,0.00%,0,70
IS7H25,2025-03-03,364,364,364,364,0,0.00%,0,70
IS7H25,2025-03-04,364,364,364,364,0,0.00%,0,70
IS7H25,2025-03-05,364,365,364,365,1,+0.27%,0,70
IS7H25,2025-03-06,368,368,368,368,3,+0.82%,3,73
IS7H25,2025-03-07,368,368,368,368,0,0.00%,0,73
IS7H25,2025-03-10,367,367,367,367,-1.,-0.27%,0,73
IS7H25,2025-03-11,367,367,367,367,0,0.00%,0,73
IS7H25,2025-03-12,367,367,367,367,0,0.00%,0,73
IS7H25,2025-03-13,367,367,367,367,0,0.00%,0,73
IS7H25,2025-03-14,372,372,372,372,5,+1.36%,0,73
IS7H25,2025-03-17,371,371,371,371,-1.,-0.27%,0,73
IS7H25,2025-03-18,371,371,371,371,0,0.00%,0,73
IS7H25,2025-03-19,371,371,371,371,0,0.00%,0,73
IS7H25,2025-03-20,371,371,371,371,0,0.00%,0,10
IS7H25,2025-03-21,373,373,373,373,2,+0.54%,0,73
IS7H25,2025-03-24,372,372,372,372,-1.,-0.27%,3,73
IS7H25,2025-03-25,373,373,373,373,1,+0.27%,0,73
IS7H25,2025-03-26,374,374,374,374,1,+0.27%,0,73
IS7J25,2025-03-27,378,378,378,378,4,+1.07%,1,73
IS7J25,2025-03-28,376,376,373,376,-2.,-0.53%,9,76
IS7J25,2025-03-31,376,376,376,376,0,0.00%,0,76
IS7J25,2025-04-01,376,376,376,376,0,0.00%,0,76
IS7J25,2025-04-02,376,376,376,376,0,0.00%,0,66
IS7J25,2025-04-03,376,376,371,371,-5.,-1.33%,0,66
IS7J25,2025-04-04,371,371,371,371,0,0.00%,0,66
IS7J25,2025-04-07,370,370,370,370,-1.,-0.27%,0,66
IS7J25,2025-04-08,372,372,372,372,2,+0.54%,0,66
IS7J25,2025-04-09,370,370,370,370,-2.,-0.54%,0,66
IS7J25,2025-04-10,372,372,372,372,2,+0.54%,0,66
IS7J25,2025-04-11,367,367,365,367,-5.,-1.34%,4,68
IS7J25,2025-04-14,367,367,367,367,0,0.00%,0,68
IS7J25,2025-04-15,368,368,368,368,1,+0.27%,0,68
IS7J25,2025-04-16,365,365,365,365,-3.,-0.82%,0,68
IS7J25,2025-04-17,365,365,365,365,0,0.00%,0,68
IS7J25,2025-04-21,365,365,365,365,0,0.00%,0,68
IS7J25,2025-04-22,363,363,363,363,-2.,-0.55%,0,68
IS7J25,2025-04-23,357,357,355,357,-6.,-1.65%,0,68
IS7J25,2025-04-24,355,355,355,355,-2.,-0.56%,0,68
IS7J25,2025-04-25,355,355,355,355,0,0.00%,0,68
IS7K25,2025-04-28,335,335,335,335,-20.,-5.63%,0,68
IS7K25,2025-04-29,335,335,335,335,0,0.00%,0,68
IS7K25,2025-04-30,335,335,335,335,0,0.00%,0,68
IS7K25,2025-05-01,335,335,335,335,0,0.00%,0,68
IS7K25,2025-05-02,335,335,335,335,0,0.00%,0,58
IS7K25,2025-05-05,335,335,335,335,0,0.00%,0,58
IS7K25,2025-05-06,335,335,335,335,0,0.00%,0,58
IS7K25,2025-05-07,335,339,339,339,4,+1.19%,0,58
IS7K25,2025-05-08,338,338,338,338,-1.,-0.29%,3,58
IS7K25,2025-05-09,339,339,339,339,1,+0.30%,0,58
IS7K25,2025-05-12,339,339,339,339,0,0.00%,0,58
IS7K25,2025-05-13,338,338,338,338,-1.,-0.29%,0,58
IS7K25,2025-05-14,339,339,339,339,1,+0.30%,0,58
IS7K25,2025-05-15,339,339,339,339,0,0.00%,0,58
IS7K25,2025-05-16,340,340,340,340,1,+0.29%,0,58
IS7K25,2025-05-19,340,340,340,340,0,0.00%,0,58
IS7K25,2025-05-20,340,340,340,340,0,0.00%,9,55
IS7K25,2025-05-21,341,341,341,341,1,+0.29%,0,55
IS7K25,2025-05-22,341,341,341,341,0,0.00%,0,55
IS7M25,2025-05-23,337,344,337,342,1,+0.29%,7,51
IS7M25,2025-05-27,342,342,342,342,0,0.00%,0,51
IS7M25,2025-05-28,342,342,342,342,0,0.00%,0,51
IS7M25,2025-05-29,342,342,342,342,0,0.00%,0,40
IS7M25,2025-05-30,341,341,341,341,-1.,-0.29%,0,40
IS7M25,2025-06-02,341,341,341,341,0,0.00%,0,40
IS7M25,2025-06-03,340,340,340,340,-1.,-0.29%,0,40
IS7M25,2025-06-04,340,340,340,340,0,0.00%,0,40
IS7M25,2025-06-05,340,340,340,340,0,0.00%,0,40
IS7M25,2025-06-06,340,340,340,340,0,0.00%,9,49
IS7M25,2025-06-09,340,353,340,340,0,0.00%,0,49
IS7M25,2025-06-10,340,353,340,340,0,0.00%,0,49
IS7M25,2025-06-11,340,353,340,340,0,0.00%,0,49
IS7M25,2025-06-12,340,353,340,340,0,0.00%,0,49
IS7M25,2025-06-13,340,353,340,340,0,0.00%,0,49
IS7M25,2025-06-16,340,340,340,340,0,0.00%,0,49
IS7M25,2025-06-17,340,340,340,340,0,0.00%,0,49
IS7M25,2025-06-18,340,340,340,340,0,0.00%,0,49
IS7M25,2025-06-20,340,340,340,340,0,0.00%,3,49
IS7M25,2025-06-23,340,340,340,340,0,0.00%,0,49
IS7M25,2025-06-24,340,340,340,340,0,0.00%,0,49
IS7M25,2025-06-25,341,341,341,341,1,+0.29%,0,49
IS7N25,2025-06-26,338,338,338,338,-3.,-0.88%,0,49
IS7N25,2025-06-27,338,338,338,338,0,0.00%,0,49
IS7N25,2025-06-30,344,344,344,344,6,+1.78%,0,49
IS7N25,2025-07-01,344,345,344,345,1,+0.29%,0,49
IS7N25,2025-07-02,345,345,345,345,0,0.00%,0,39
IS7N25,2025-07-03,345,345,345,345,0,0.00%,0,39
IS7N25,2025-07-07,345,345,345,345,0,0.00%,6,39
IS7N25,2025-07-08,345,345,345,345,0,0.00%,0,39
IS7N25,2025-07-09,345,345,345,345,0,0.00%,0,39
IS7N25,2025-07-10,345,345,345,345,0,0.00%,0,39
IS7N25,2025-07-11,345,345,345,345,0,0.00%,0,39
IS7N25,2025-07-14,345,345,345,345,0,0.00%,0,39
IS7N25,2025-07-15,345,345,345,345,0,0.00%,0,39
IS7N25,2025-07-16,345,345,345,345,0,0.00%,0,39
IS7N25,2025-07-17,345,345,345,345,0,0.00%,0,39
IS7N25,2025-07-18,345,345,345,345,0,0.00%,0,39
IS7N25,2025-07-21,346,346,346,346,1,+0.29%,0,39
IS7N25,2025-07-22,346,346,346,346,0,0.00%,0,39
IS7N25,2025-07-23,346,346,346,346,0,0.00%,0,39
IS7N25,2025-07-24,346,346,346,346,0,0.00%,0,39
IS7N25,2025-07-25,346,346,346,346,0,0.00%,0,39
IS7Q25,2025-07-28,353,353,353,353,7,+2.02%,0,39
IS7Q25,2025-07-29,353,353,353,353,0,0.00%,0,39
IS7Q25,2025-07-30,353,353,353,353,0,0.00%,0,39
IS7Q25,2025-07-31,350,350,350,350,-3.,-0.85%,0,39
IS7Q25,2025-08-01,345,345,345,345,-5.,-1.43%,0,29
IS7Q25,2025-08-04,345,345,345,345,0,0.00%,0,29
IS7Q25,2025-08-05,346,346,346,346,1,+0.29%,0,29
IS7Q25,2025-08-06,346,346,346,346,0,0.00%,0,29
IS7Q25,2025-08-07,346,346,346,346,0,0.00%,0,29
IS7Q25,2025-08-08,346,346,346,346,0,0.00%,6,29
IS7Q25,2025-08-11,345,345,345,345,-1.,-0.29%,19,43
IS7Q25,2025-08-12,346,346,346,346,1,+0.29%,0,43
IS7Q25,2025-08-13,346,346,346,346,0,0.00%,6,49
IS7Q25,2025-08-14,346,346,346,346,0,0.00%,0,49
IS7Q25,2025-08-15,346,346,346,346,0,0.00%,0,49
IS7Q25,2025-08-18,346,346,346,346,0,0.00%,0,49
IS7Q25,2025-08-19,346,346,346,346,0,0.00%,0,49
IS7Q25,2025-08-20,355,355,354,354,8,+2.31%,3,49
IS7Q25,2025-08-21,346,346,346,346,-8.,-2.26%,1,50
IS7Q25,2025-08-22,346,346,346,346,0,0.00%,0,50
IS7U25,2025-08-25,355,355,355,355,9,+2.60%,0,50
IS7U25,2025-08-26,355,355,355,355,0,0.00%,0,50
IS7U25,2025-08-27,355,355,355,355,0,0.00%,0,50
IS7U25,2025-08-28,354,354,354,354,-1.,-0.28%,3,47
IS7U25,2025-08-29,354,354,354,354,0,0.00%,0,37
IS7U25,2025-09-02,351,351,351,351,-3.,-0.85%,0,37
IS7U25,2025-09-03,350,350,350,350,-1.,-0.28%,0,37
IS7U25,2025-09-04,349,349,349,349,-1.,-0.29%,0,37
IS7U25,2025-09-05,348,348,348,348,-1.,-0.29%,0,37
IS7U25,2025-09-08,347,347,347,347,-1.,-0.29%,0,37
IS7U25,2025-09-09,346,346,346,346,-1.,-0.29%,0,37
IS7U25,2025-09-10,345,345,345,345,-1.,-0.29%,0,37
IS7U25,2025-09-11,339,339,339,339,-6.,-1.74%,13,45
IS7U25,2025-09-12,340,340,340,340,1,+0.29%,0,45
IS7U25,2025-09-15,341,341,341,341,1,+0.29%,0,45
IS7U25,2025-09-16,341,341,341,341,0,0.00%,0,45
IS7U25,2025-09-17,341,341,341,341,0,0.00%,0,45
IS7U25,2025-09-18,341,341,341,341,0,0.00%,0,45
IS7U25,2025-09-19,340,340,340,340,-1.,-0.29%,0,45
IS7U25,2025-09-22,340,340,340,340,0,0.00%,0,45
IS7U25,2025-09-23,340,340,340,340,0,0.00%,0,45
IS7U25,2025-09-24,339,339,339,339,-1.,-0.29%,0,45
IS7V25,2025-09-25,343,343,343,343,4,+1.18%,12,48
IS7V25,2025-09-26,343,343,343,343,0,0.00%,0,48
IS7V25,2025-09-29,343,343,343,343,0,0.00%,0,48
IS7V25,2025-09-30,343,343,343,343,0,0.00%,0,48
IS7V25,2025-10-01,343,343,343,343,0,0.00%,0,48
IS7V25,2025-10-02,343,343,343,343,0,0.00%,0,21
IS7V25,2025-10-03,343,343,343,343,0,0.00%,0,21
IS7V25,2025-10-06,343,343,343,343,0,0.00%,3,21
IS7V25,2025-10-07,344,344,344,344,1,+0.29%,0,21
IS7V25,2025-10-08,345,345,345,345,1,+0.29%,0,21
IS7V25,2025-10-09,345,345,345,345,0,0.00%,0,21
IS7V25,2025-10-10,346,346,346,346,1,+0.29%,0,21
IS7V25,2025-10-13,347,347,347,347,1,+0.29%,0,21
IS7V25,2025-10-14,347,347,347,347,0,0.00%,0,21
IS7V25,2025-10-15,347,347,347,347,0,0.00%,0,21
IS7V25,2025-10-16,348,348,348,348,1,+0.29%,0,21
IS7V25,2025-10-17,348,348,348,348,0,0.00%,0,21
IS7V25,2025-10-20,349,349,349,349,1,+0.29%,0,21
IS7V25,2025-10-21,349,349,349,349,0,0.00%,0,21
IS7V25,2025-10-22,349,349,349,349,0,0.00%,0,21
IS7V25,2025-10-23,349,349,349,349,0,0.00%,0,21
IS7V25,2025-10-24,349,349,349,349,0,0.00%,0,21
IS7X25,2025-10-27,350,350,350,350,1,+0.29%,0,21
IS7X25,2025-10-28,350,350,350,350,0,0.00%,0,21
IS7X25,2025-10-29,350,350,350,350,0,0.00%,0,21
IS7X25,2025-10-30,350,350,350,350,0,0.00%,0,21
IS7X25,2025-10-31,350,350,350,350,0,0.00%,0,12
IS7X25,2025-11-03,350,350,350,350,0,0.00%,0,12
IS7X25,2025-11-04,350,350,350,350,0,0.00%,0,12
IS7X25,2025-11-05,350,350,350,350,0,0.00%,0,12
IS7X25,2025-11-06,351,351,351,351,1,+0.29%,3,15
IS7X25,2025-11-07,352,352,352,352,1,+0.28%,0,15
IS7X25,2025-11-10,353,353,353,353,1,+0.28%,0,15
IS7X25,2025-11-11,354,354,354,354,1,+0.28%,0,15
IS7X25,2025-11-12,354,354,354,354,0,0.00%,0,15
IS7X25,2025-11-13,354,354,354,354,0,0.00%,4,19
IS7X25,2025-11-14,354,354,354,354,0,0.00%,0,19
IS7X25,2025-11-17,355,355,355,355,1,+0.28%,0,19
IS7X25,2025-11-18,355,355,355,355,0,0.00%,0,19
IS7X25,2025-11-19,355,355,355,355,0,0.00%,0,19
IS7X25,2025-11-20,355,355,355,355,0,0.00%,0,19
IS7X25,2025-11-21,355,355,355,355,0,0.00%,0,19
IS7Z25,2025-11-24,363,363,363,363,8,+2.25%,11,30
IS7Z25,2025-11-25,363,363,363,363,0,0.00%,0,30
IS7Z25,2025-11-26,363,363,363,363,0,0.00%,0,30
IS7Z25,2025-11-28,363,363,363,363,0,0.00%,0,27
IS7Z25,2025-12-01,363,363,363,363,0,0.00%,0,27
IS7Z25,2025-12-02,363,363,363,363,0,0.00%,0,27
IS7Z25,2025-12-03,363,363,363,363,0,0.00%,0,27
IS7Z25,2025-12-04,363,363,363,363,0,0.00%,0,27
IS7Z25,2025-12-05,364,364,364,364,1,+0.28%,0,27
IS7Z25,2025-12-08,365,365,365,365,1,+0.27%,0,27
IS7Z25,2025-12-09,366,366,366,366,1,+0.27%,0,27
IS7Z25,2025-12-10,367,367,367,367,1,+0.27%,0,27
IS7Z25,2025-12-11,367,367,367,367,0,0.00%,0,27
IS7Z25,2025-12-12,368,368,368,368,1,+0.27%,0,27
IS7Z25,2025-12-15,368,368,368,368,0,0.00%,24,42
IS7Z25,2025-12-16,368,368,368,368,0,0.00%,0,42
IS7Z25,2025-12-17,368,368,368,368,0,0.00%,0,42
IS7Z25,2025-12-18,368,368,368,368,0,0.00%,0,9
IS7Z25,2025-12-19,368,368,368,368,0,0.00%,0,45
IS7Z25,2025-12-22,368,368,368,368,0,0.00%,0,45
IS7Z25,2025-12-23,368,368,368,368,0,0.00%,0,45
IS7Z25,2025-12-24,368,368,368,368,0,0.00%,0,45
IS7Z25,2025-12-26,368,368,368,368,0,0.00%,0,45
IS7F26,2025-12-29,363,363,363,363,-5.,-1.36%,0,45
IS7F26,2025-12-30,363,363,363,363,0,0.00%,0,45
IS7F26,2025-12-31,363,363,363,363,0,0.00%,0,30
IS7F26,2026-01-02,363,363,363,363,0,0.00%,0,30
IS7F26,2026-01-05,363,363,363,363,0,0.00%,18,30
IS7F26,2026-01-06,364,364,364,364,1,+0.28%,0,30
IS7F26,2026-01-07,368,368,368,368,4,+1.10%,3,33
IS7F26,2026-01-08,368,368,368,368,0,0.00%,12,45
IS7F26,2026-01-09,369,369,369,369,1,+0.27%,0,45
IS7F26,2026-01-12,373,373,373,373,4,+1.08%,0,45
IS7F26,2026-01-13,373,373,373,373,0,0.00%,0,45
IS7F26,2026-01-14,373,373,373,373,0,0.00%,0,45
IS7F26,2026-01-15,373,373,373,373,0,0.00%,0,45
IS7F26,2026-01-16,373,373,373,373,0,0.00%,0,45
IS7F26,2026-01-20,373,373,373,373,0,0.00%,0,45
IS7F26,2026-01-21,373,373,373,373,0,0.00%,2,45
IS7F26,2026-01-22,373,373,373,373,0,0.00%,0,45
IS7G26,2026-01-23,374,374,374,379,6,+1.61%,3,42
IS7G26,2026-01-26,379,379,379,379,0,0.00%,0,42
IS7G26,2026-01-27,379,379,379,379,0,0.00%,3,45
IS7G26,2026-01-28,379,379,379,379,0,0.00%,0,45
IS7G26,2026-01-29,379,379,379,379,0,0.00%,0,45
IS7G26,2026-01-30,379,379,379,379,0,0.00%,0,33
IS7G26,2026-02-02,379,379,379,379,0,0.00%,0,33
IS7G26,2026-02-03,379,379,379,379,0,0.00%,0,33
IS7G26,2026-02-04,379,379,379,379,0,0.00%,0,33
IS7G26,2026-02-05,379,379,379,379,0,0.00%,0,33
IS7G26,2026-02-06,379,379,379,379,0,0.00%,0,33
IS7G26,2026-02-09,378,378,378,378,-1.,-0.26%,3,36
IS7G26,2026-02-10,378,378,378,378,0,0.00%,0,36
IS7G26,2026-02-11,378,378,376,378,0,0.00%,0,36
IS7G26,2026-02-12,377,377,377,377,-1.,-0.26%,0,36
IS7G26,2026-02-13,377,377,377,377,0,0.00%,0,36
IS7G26,2026-02-17,377,377,377,377,0,0.00%,0,36
IS7G26,2026-02-18,377,377,374,377,0,0.00%,0,36
IS7G26,2026-02-19,376,376,376,376,-1.,-0.27%,0,36
IS7G26,2026-02-20,380,380,380,380,4,+1.06%,4,36
IS7H26,2026-02-23,381,381,381,381,1,+0.26%,0,36
IS7H26,2026-02-24,380,380,380,380,-1.,-0.26%,0,36
IS7H26,2026-02-25,380,380,380,380,0,0.00%,0,36
IS7H26,2026-02-26,380,380,380,380,0,0.00%,0,36
IS7H26,2026-02-27,380,380,380,380,0,0.00%,0,21
IS7H26,2026-03-02,380,380,380,380,0,0.00%,0,21
IS7H26,2026-03-03,380,380,380,380,0,0.00%,0,21
IS7H26,2026-03-04,380,380,380,380,0,0.00%,0,21
IS7H26,2026-03-05,379,379,379,379,-1.,-0.26%,0,21
IS7H26,2026-03-06,378,378,378,378,-1.,-0.26%,0,21
IS7H26,2026-03-09,377,377,377,377,-1.,-0.26%,0,21
IS7H26,2026-03-10,376,376,376,376,-1.,-0.27%,0,21
IS7H26,2026-03-11,376,376,376,376,0,0.00%,3,21
IS7H26,2026-03-12,376,376,376,376,0,0.00%,12,21
IS7H26,2026-03-13,377,377,376,377,1,+0.27%,6,38
IS7H26,2026-03-16,377,377,377,377,0,0.00%,0,38
IS7H26,2026-03-17,377,377,377,377,0,0.00%,0,38
IS7H26,2026-03-18,376,376,376,376,-1.,-0.27%,0,38
IS7H26,2026-03-19,378,379,378,378,2,+0.53%,3,38
IS7H26,2026-03-20,378,379,378,378,0,0.00%,0,38
IS7H26,2026-03-23,378,378,378,378,0,0.00%,0,38
IS7H26,2026-03-24,378,378,378,378,0,0.00%,0,38
IS7H26,2026-03-25,379,379,379,379,1,+0.26%,0,38
IS7H26,2026-03-26,384,384,384,384,5,+1.32%,0,38
IS7J26,2026-03-27,409,409,399,399,15,+3.91%,5,35
IS7J26,2026-03-30,407,407,407,407,8,+2.01%,0,35
IS7J26,2026-03-31,407,407,407,407,0,0.00%,0,35
IS7J26,2026-04-01,407,407,407,407,0,0.00%,0,35
IS7J26,2026-04-02,406,408,406,406,-1.,-0.25%,9,0
IS7J26,2026-04-06,406,406,406,406,0,0.00%,0,35
IS7J26,2026-04-07,410,410,410,410,4,+0.99%,3,35
IS7J26,2026-04-08,409,409,409,409,-1.,-0.24%,0,35
IS7J26,2026-04-09,408,408,408,408,-1.,-0.24%,0,35
IS7J26,2026-04-10,406,406,406,406,-2.,-0.49%,12,31
IS7J26,2026-04-13,405,405,405,405,-1.,-0.25%,0,31
IS7J26,2026-04-14,404,404,404,404,-1.,-0.25%,3,28
IS7J26,2026-04-15,403,403,403,403,-1.,-0.25%,0,28
IS7J26,2026-04-16,403,403,403,403,0,0.00%,0,28
IS7J26,2026-04-17,402,402,402,402,-1.,-0.25%,6,28
IS7J26,2026-04-20,402,402,402,402,0,0.00%,0,28
IS7J26,2026-04-21,402,402,402,402,0,0.00%,0,28
IS7J26,2026-04-22,402,402,402,402,0,0.00%,0,28
IS7J26,2026-04-23,403,403,403,403,1,+0.25%,0,28
IS7J26,2026-04-24,403,403,403,403,0,0.00%,0,28
IS7K26,2026-04-27,407,407,407,407,4,+0.99%,0,28
IS7K26,2026-04-28,412,412,412,412,5,+1.23%,0,28
IS7K26,2026-04-29,416,416,416,416,4,+0.97%,0,28
IS7K26,2026-04-30,416,416,416,416,0,0.00%,0,28
IS7K26,2026-05-01,416,416,416,416,0,0.00%,0,19
IS7K26,2026-05-04,416,416,416,416,0,0.00%,0,19
IS7K26,2026-05-05,416,416,416,416,0,0.00%,0,19
IS7K26,2026-05-06,416,416,416,416,0,0.00%,0,19
IS7K26,2026-05-07,415,415,415,415,-1.,-0.24%,0,19
IS7K26,2026-05-08,414,414,414,414,-1.,-0.24%,0,19
IS7K26,2026-05-11,413,413,413,413,-1.,-0.24%,0,19
IS7K26,2026-05-12,413,413,413,413,0,0.00%,0,19
IS7K26,2026-05-13,413,413,413,413,0,0.00%,0,19
IS7K26,2026-05-14,413,413,413,413,0,0.00%,0,19
IS7K26,2026-05-15,413,413,413,413,0,0.00%,0,19
IS7K26,2026-05-18,413,413,413,413,0,0.00%,0,19
IS7K26,2026-05-19,413,413,413,413,0,0.00%,0,19
IS7K26,2026-05-20,413,413,413,413,0,0.00%,3,16
IS7K26,2026-05-21,412,412,412,412,-1.,-0.24%,0,16
IS7K26,2026-05-22,412,412,412,412,0,0.00%,0,16
IS7M26,2026-05-26,400,400,400,400,-12.,-2.91%,0,16
IS7M26,2026-05-27,400,400,400,400,0,0.00%,0,16
IS7M26,2026-05-28,400,400,400,400,0,0.00%,0,16
IS7M26,2026-05-29,400,400,400,400,0,0.00%,0,10
IS7M26,2026-06-01,400,400,400,400,0,0.00%,0,10
IS7M26,2026-06-02,401,401,401,401,1,+0.25%,0,10
IS7M26,2026-06-03,402,402,402,402,1,+0.25%,0,10
IS7M26,2026-06-04,403,403,403,403,1,+0.25%,0,10
IS7M26,2026-06-05,404,404,404,404,1,+0.25%,0,10
IS7M26,2026-06-08,405,405,405,405,1,+0.25%,0,10
IS7M26,2026-06-09,406,406,406,406,1,+0.25%,0,10
IS7M26,2026-06-10,407,407,407,407,1,+0.25%,0,10
IS7M26,2026-06-11,406,406,406,406,-1.,-0.25%,0,10
IS7M26,2026-06-12,406,406,406,406,0,0.00%,9,19
IS7M26,2026-06-15,401,401,401,401,-5.,-1.23%,0,19
IS7M26,2026-06-16,400,400,400,400,-1.,-0.25%,0,19
IS7M26,2026-06-17,400,400,400,400,0,0.00%,9,19
IS7M26,2026-06-18,403,403,403,403,3,+0.75%,0,19
IS7M26,2026-06-22,402,402,402,402,-1.,-0.25%,0,19
IS7M26,2026-06-23,402,402,402,402,0,0.00%,0,19
IS7M26,2026-06-24,401,401,401,401,-1.,-0.25%,0,19
IS7M26,2026-06-25,400,400,400,400,-1.,-0.25%,0,19
IS7N26,2026-06-26,383,383,383,383,-17.,-4.25%,0,19
IS7N26,2026-06-29,383,383,383,383,0,0.00%,0,19
