horizon,model,phase_offset,n,mae_skill_zero,brier_skill_frequency,direction_accuracy
10,internal,1,4,-0.01050643987993383,-0.23505885014170957,0.25
10,internal,2,7,-0.0018704057964730146,-0.07201205862623439,0.14285714285714285
10,internal,3,1,0.005588646836898678,0.14439883758089472,1.0
10,internal,4,4,-0.002724152302803061,0.13865527482673284,0.75
10,internal,5,4,-0.006746397597180646,-0.1483901351641741,0.25
10,internal,6,1,-0.015921862150740297,-0.32374185246028486,0.0
10,internal,7,1,0.0005874102580979527,0.21622333253989162,1.0
10,internal,8,3,-2.9877991701182313e-05,-0.06286830924339937,0.3333333333333333
10,internal,9,3,-0.006314478249029282,-0.2243894289769971,0.3333333333333333
10,local,0,3,0.0007212535752785243,0.05919364454979559,0.3333333333333333
10,local,1,4,-0.00977851221966659,-0.08327356928673724,0.25
10,local,2,7,-0.0007233701622104405,0.047303529263387545,0.5714285714285714
10,local,3,1,0.0038281639273566844,0.04667166177183801,1.0
10,local,4,4,-0.0003690975788390588,0.22775862553279658,1.0
10,local,5,4,-0.0073175657297598305,-0.24949848909913808,0.5
10,local,6,1,-0.010279945217155813,-0.37832959386123677,0.0
10,local,7,1,0.003503169383381542,0.4884629262783694,1.0
10,local,8,3,-0.000872161419814518,0.19534178683272396,0.6666666666666666
10,local,9,3,-0.005882877981174622,-0.17372572743546943,0.3333333333333333
10,turkey,0,3,0.001749261680155302,0.026836688109848628,0.3333333333333333
10,turkey,1,4,-0.007994900835142649,-0.24208660396167314,0.25
10,turkey,2,7,-0.001646759630463842,-0.0754186788578487,0.2857142857142857
10,turkey,3,1,0.004767085708156538,0.08183037742370086,1.0
10,turkey,4,4,-0.0010809697142525124,0.14669242493916923,0.75
10,turkey,5,4,-0.004392940551746136,-0.09726401958962982,0.25
10,turkey,6,1,-0.009274286596433888,-0.1592419687185378,0.0
10,turkey,7,1,0.00494098873742121,0.3050579545002245,1.0
10,turkey,8,3,-0.00015375454520513872,-0.07716363126770531,0.3333333333333333
10,turkey,9,3,-0.004424218705105523,-0.13831356117068894,0.3333333333333333
10,combined,0,3,0.002808730118715203,0.19697416330025558,0.6666666666666666
10,combined,1,4,-0.007758442227467979,-0.20038520597925813,0.25
10,combined,2,7,-0.0009307055511531895,0.042174075404150746,0.5714285714285714
10,combined,3,1,-0.00247286161592793,-0.030451591468136197,1.0
10,combined,4,4,0.0017371002881902513,0.22546191587092657,1.0
10,combined,5,4,-0.004991561474855993,-0.18879040205500586,0.25
10,combined,6,1,-0.006391539555751023,-0.16115767285143268,0.0
10,combined,7,1,-0.0011306442804563735,0.5391637454223933,1.0
10,combined,8,3,0.0005483426187422903,0.1275585082233176,0.6666666666666666
10,combined,9,3,-0.0038104367738483816,-0.09615865911426236,0.3333333333333333
10,nonlinear,0,3,0.0024758515937150193,0.1195090837507759,0.6666666666666666
10,nonlinear,1,4,-0.004593532401190398,-0.09135037037515636,0.5
10,nonlinear,2,7,-0.0017906668896978117,0.025039949863347566,0.42857142857142855
10,nonlinear,3,1,0.00035168237180943987,-0.05898670441286963,1.0
10,nonlinear,4,4,0.003651387523141734,0.21817218226797097,1.0
10,nonlinear,5,4,-0.006018328820859908,-0.20118979313023255,0.25
10,nonlinear,6,1,-0.006379834380674042,-0.1477460482764672,0.0
10,nonlinear,7,1,-0.0012853995606408944,0.5327898760774742,1.0
