horizon,model,raw_oos_n,nonoverlap_n,first_oos_origin,last_oos_origin,mae_log,zero_mae_log,median_baseline_mae_log,mae_skill_zero_log,mae_skill_zero_pct,mae_skill_zero_ci_low,mae_skill_zero_ci_high,mae_skill_zero_boot_se,median_ae_log,rmse_log,oos_r2_vs_zero,nonoverlap_mae_skill_zero_log,brier,frequency_brier,brier_skill_frequency,brier_skill_frequency_ci_low,brier_skill_frequency_ci_high,brier_skill_frequency_boot_se,log_loss,frequency_log_loss,accuracy,majority_accuracy,accuracy_edge_majority,balanced_accuracy,macro_f1,mcc,down_precision,flat_precision,up_precision,down_recall,flat_recall,up_recall,confusion_json,time_third_skill_min,time_third_skill_median,phase_count_n_ge_2,phase_skill_median,phase_skill_min,phase_skill_positive_share,pti_call_n,pti_call_coverage,pti_call_hit,pti_call_mean_signed_rupee,block_length_origins
30,local,27,9,2025-09-10,2026-06-26,0.03868892864732068,0.04283704037589725,0.04675045936290683,0.004148111728576569,0.09683469474493742,-0.0033132117767493588,0.011206686586826827,0.0037291076604005244,0.038353119548133335,0.04670408607206429,0.13041233679075437,0.0038967530572651607,0.49036367505000833,0.5890257169432522,0.09866204189324394,-0.04895590337397737,0.24880517285540424,0.077648364318945,0.774565310145924,0.9097157245923256,0.6296296296296297,0.25925925925925924,0.3703703703703704,0.4484126984126984,0.6294642857142856,0.3671051624460637,0.55,,0.8571428571428571,0.9166666666666666,0.0,0.42857142857142855,"[[11, 0, 1], [1, 0, 0], [8, 0, 6]]",-0.0009648611008305489,0.0022189739579441654,7,0.008167068075896462,-0.01623452520122734,0.7142857142857143,0,0.0,,,4
30,turkey,27,9,2025-09-10,2026-06-26,0.045304516644792264,0.04283704037589725,0.04675045936290683,-0.0024674762688950236,-0.05760146469603855,-0.010935585318365679,0.004627815323261504,0.004087949119292398,0.044261829201103095,0.05014441767338654,-0.002417865477230441,-0.0036567568134958997,0.5447301021795184,0.5890257169432522,0.0442956147637338,-0.05665284057656758,0.16351376409788618,0.05596967234080987,0.8182378326648668,0.9097157245923256,0.4444444444444444,0.25925925925925924,0.18518518518518517,0.32936507936507936,0.35979729729729726,-0.02030692330267238,0.44,,0.5,0.9166666666666666,0.0,0.07142857142857142,"[[11, 0, 1], [1, 0, 0], [13, 0, 1]]",-0.010270674216257955,-0.0014407056870481643,7,-0.0013374040176315355,-0.01740499173026415,0.42857142857142855,0,0.0,,,4
30,combined,27,9,2025-09-10,2026-06-26,0.03895550513978758,0.04283704037589725,0.04675045936290683,0.003881535236109678,0.09061165762267899,-0.005681796027431179,0.011699119205921874,0.004466447355142949,0.04205696875676439,0.04729301175308243,0.10834354529574075,0.005465739351103893,0.4611762093035807,0.5890257169432522,0.12784950763967154,0.004240942240718889,0.2565247899758075,0.06733442359170669,0.7147984654744455,0.9097157245923256,0.7037037037037037,0.25925925925925924,0.4444444444444445,0.49603174603174605,0.7144927536231884,0.482289428438469,0.6111111111111112,,0.8888888888888888,0.9166666666666666,0.0,0.5714285714285714,"[[11, 0, 1], [1, 0, 0], [6, 0, 8]]",-0.0029767342015533907,0.003258352354656979,7,0.009079966368789834,-0.02360941861939033,0.8571428571428571,0,0.0,,,4
30,nonlinear,27,9,2025-09-10,2026-06-26,0.041008573905068464,0.04283704037589725,0.04675045936290683,0.0018284664708287813,0.042684239032012794,-0.007047873070326088,0.010184317155418484,0.004364758487042355,0.04442976618849266,0.05001799832989662,0.002630164624649267,0.0038032677757422334,0.4906418593731622,0.5890257169432522,0.0983838575700901,-0.04989533209663766,0.2341476984588981,0.07139327774751923,0.7631062415425194,0.9097157245923256,0.7037037037037037,0.25925925925925924,0.4444444444444445,0.49603174603174605,0.7144927536231884,0.482289428438469,0.6111111111111112,,0.8888888888888888,0.9166666666666666,0.0,0.5714285714285714,"[[11, 0, 1], [1, 0, 0], [6, 0, 8]]",-0.005884677127023467,0.0034023589562759537,7,0.0026239657508978775,-0.024781892648003713,0.7142857142857143,0,0.0,,,4
45,baseline,27,7,2025-09-10,2026-06-26,0.052810127766036226,0.052810127766036226,0.05170431318759597,0.0,0.0,0.0,0.0,0.0,0.053345980705292714,0.060252831534660226,0.0,0.0,0.5150780957212396,0.5150780957212396,0.0,0.0,0.0,0.0,0.8088830452843413,0.8088830452843413,0.6296296296296297,0.6296296296296297,0.0,0.4473684210526316,0.7727272727272727,-0.1835325870964494,0.0,,0.68,0.0,,0.8947368421052632,"[[0, 0, 8], [0, 0, 0], [2, 0, 17]]",0.0,0.0,6,0.0,0.0,0.0,0,0.0,,,6
45,internal,27,7,2025-09-10,2026-06-26,0.05881589404538928,0.052810127766036226,0.05170431318759597,-0.006005766279353063,-0.11372375969170731,-0.02435019780129918,0.009986284943150982,0.009073354380876173,0.06129425592384659,0.06921285244225474,-0.31952788961481216,0.004197523997309306,0.45854587186664664,0.5150780957212396,0.05653222385459317,-0.039489989606779526,0.13645391997302217,0.04436984018643796,0.6934191171983782,0.8088830452843413,0.6296296296296297,0.6296296296296297,0.0,0.5197368421052632,0.5178571428571429,0.043355498476206004,0.3333333333333333,,0.7142857142857143,0.25,,0.7894736842105263,"[[2, 0, 6], [0, 0, 0], [4, 0, 15]]",-0.011473797032423424,-0.006211158098592131,6,-0.0010621663485104356,-0.03926431911260098,0.5,0,0.0,,,6
45,local,27,7,2025-09-10,2026-06-26,0.055141088646672144,0.052810127766036226,0.05170431318759597,-0.0023309608806359205,-0.04413852000060926,-0.01905560950620231,0.011900099626590789,0.008426825746629002,0.04716881372756764,0.06445444778211237,-0.14432888821877699,0.002697679605398927,0.5098053237516558,0.5150780957212396,0.005272771969583852,-0.1376864590673275,0.12184121047717096,0.06741193370369955,0.7560364082543707,0.8088830452843413,0.5185185185185185,0.6296296296296297,-0.11111111111111116,0.40460526315789475,0.4,-0.19879808020131712,0.14285714285714285,,0.65,0.125,,0.6842105263157895,"[[1, 0, 7], [0, 0, 0], [6, 0, 13]]",-0.014005564637753383,0.0011091729036488479,6,-0.0005326369676250386,-0.022390317332049194,0.5,0,0.0,,,6
45,turkey,27,7,2025-09-10,2026-06-26,0.05462605018740808,0.052810127766036226,0.05170431318759597,-0.001815922421371853,-0.03438587441819686,-0.013554887582766361,0.009436276747947142,0.005981790544938827,0.04934035682917108,0.06276474860481,-0.0851172443452144,0.0039897659213351325,0.32819358804238163,0.5150780957212396,0.18688450767885798,0.08335384593581831,0.3037937524922221,0.05598978555415406,0.5445771104305678,0.8088830452843413,0.7407407407407407,0.6296296296296297,0.11111111111111105,0.6710526315789473,0.676923076923077,0.3564655231196031,0.5714285714285714,,0.8,0.5,,0.8421052631578947,"[[4, 0, 4], [0, 0, 0], [3, 0, 16]]",-0.004598140514603634,-0.0012333032789095125,6,-0.0006478100625207268,-0.031225752105008178,0.5,0,0.0,,,6
45,combined,27,7,2025-09-10,2026-06-26,0.04960995226269885,0.052810127766036226,0.05170431318759597,0.0032001755033373713,0.06059776104907476,-0.007238099260869458,0.01166970964166565,0.004903924835840539,0.04546503016735791,0.05762883957927882,0.085202798799767,0.003089887300325847,0.4052012654585091,0.5150780957212396,0.10987683026273064,-0.003938806901129402,0.20189092274090337,0.0533052605625408,0.6259508959802352,0.8088830452843413,0.7407407407407407,0.6296296296296297,0.11111111111111105,0.6348684210526316,0.6454033771106942,0.3170777152559948,0.6,,0.7727272727272727,0.375,,0.8947368421052632,"[[3, 0, 5], [0, 0, 0], [2, 0, 17]]",-0.00430869717396029,0.005405407446953872,6,-0.000196771255852643,-0.013166061597957095,0.5,0,0.0,,,6
45,nonlinear,27,7,2025-09-10,2026-06-26,0.054193649666384354,0.052810127766036226,0.05170431318759597,-0.0013835219003481116,-0.026198041149938213,-0.013178186572404613,0.00969768280419106,0.005950568872268018,0.05004424214441027,0.06157621851383657,-0.04441020654722316,-0.0027071867065688038,0.4418795798749398,0.5150780957212396,0.07319851584629983,0.012779823855668318,0.13465067618030435,0.03045675770797654,0.6719393643802798,0.8088830452843413,0.6666666666666666,0.6296296296296297,0.03703703703703698,0.5098684210526316,0.4862579281183932,0.02867696673382022,0.3333333333333333,,0.7083333333333334,0.125,,0.8947368421052632,"[[1, 0, 7], [0, 0, 0], [2, 0, 17]]",-0.013611059709382818,0.0027392868260114633,6,-0.004599449885346465,-0.029684795856999756,0.3333333333333333,0,0.0,,,6
60,baseline,22,4,2025-09-25,2026-05-26,0.04989928786015709,0.04989928786015709,0.059687860726685214,0.0,0.0,0.0,0.0,0.0,0.04424446556086098,0.0616308181802468,0.0,0.0,0.6569790175216814,0.6569790175216814,0.0,0.0,0.0,0.0,0.9721292653035077,0.9721292653035077,0.18181818181818182,0.18181818181818182,0.0,0.15064102564102563,0.18043478260869567,-0.5368160099805412,0.2,,0.14285714285714285,0.375,0.0,0.07692307692307693,"[[3, 0, 5], [0, 0, 1], [12, 0, 1]]",0.0,0.0,3,0.0,0.0,0.0,0,0.0,,,7
60,internal,22,4,2025-09-25,2026-05-26,0.06595209072370735,0.04989928786015709,0.059687860726685214,-0.016052802863550267,-0.32170404733106206,-0.03190006054215257,-0.003835119505417574,0.007493014782455926,0.06393320739785649,0.07929131025469506,-0.655218464512358,-0.008793118802117125,0.8716553770463803,0.6569790175216814,-0.2146763595246986,-0.34894563480489804,-0.050813443090377435,0.07948865033011676,1.2395018101487947,0.9721292653035077,0.2727272727272727,0.18181818181818182,0.09090909090909088,0.15384615384615385,0.42857142857142855,-0.5193585787616619,0.0,,0.4,0.0,0.0,0.46153846153846156,"[[0, 0, 8], [0, 0, 1], [7, 0, 6]]",-0.019600537561111724,-0.014221271342021917,3,0.0004412091190936218,-0.048884897392536264,0.6666666666666666,0,0.0,,,7
60,local,22,4,2025-09-25,2026-05-26,0.07073853275860921,0.04989928786015709,0.059687860726685214,-0.02083924489845211,-0.41762609832938213,-0.044661077918090875,-0.0018572089504632187,0.012167963778286437,0.07325254364605488,0.087136241019884,-0.998949282737146,-0.010020124644496753,0.9749824259492769,0.6569790175216814,-0.31800340842759556,-0.5391489420976613,-0.10511684040345287,0.11272339150918666,1.4732535596959098,0.9721292653035077,0.22727272727272727,0.18181818181818182,0.04545454545454544,0.12820512820512822,0.3703703703703704,-0.5747048932153913,0.0,,0.35714285714285715,0.0,0.0,0.38461538461538464,"[[0, 0, 8], [0, 0, 1], [8, 0, 5]]",-0.030208998623404766,-0.022028732572163378,3,-0.002380320452363638,-0.0664551422480263,0.3333333333333333,0,0.0,,,7
60,turkey,22,4,2025-09-25,2026-05-26,0.05731384046652263,0.04989928786015709,0.059687860726685214,-0.007414552606365529,-0.14859034916780445,-0.017897814317752874,0.0023723561457419393,0.005273573935278165,0.0702087072981399,0.06704370791468856,-0.18336898925934442,0.006446389126413113,0.7356202298979696,0.6569790175216814,-0.07864121237628813,-0.2751146580370714,0.07609122200441694,0.09490523684989499,1.1110096766084352,0.9721292653035077,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.20512820512820515,0.5333333333333333,-0.41231056256176607,0.0,,0.47058823529411764,0.0,0.0,0.6153846153846154,"[[0, 0, 8], [0, 0, 1], [5, 0, 8]]",-0.009431376230932237,-0.006740887434685088,3,0.0013391967827405399,-0.028144988655954203,0.6666666666666666,0,0.0,,,7
