origin_index,origin_date,target_end,actual,predicted,baseline,interval_half_80,alpha,train_n,quality_primary
465,2026-02-14,2026-03-02,0.013605652055778678,0.02596780868879325,0.019446895560636727,0.01633425657309312,10.0,40,0.0
466,2026-02-16,2026-03-03,0.018893949359961613,0.017393635257824783,0.01925781660441452,0.01721709954094048,10.0,41,0.0
467,2026-02-17,2026-03-05,0.03252319170555993,0.025315519593937595,0.016376649039649513,0.01792970738623512,10.0,42,0.0
468,2026-02-18,2026-03-05,0.02977215833367005,0.019699571285018733,0.013495481474884509,0.018695952596427194,10.0,43,0.0
469,2026-02-19,2026-03-06,0.04576841845558059,0.016370991713031857,0.013459250903512639,0.01818003451384694,10.0,44,0.0
470,2026-02-20,2026-03-07,0.058840500022933395,0.016071293300842823,0.01342302033214077,0.017634046479582673,10.0,45,0.0
471,2026-02-23,2026-03-10,0.055643491568703234,0.0004167954142806421,0.012116968218178224,0.018109215291251052,10.0,46,0.0
472,2026-02-24,2026-03-11,0.050745199005235254,0.00930201893496627,0.009509448261022629,0.01813995472420496,10.0,48,0.0
473,2026-02-25,2026-03-12,0.04576841845558059,0.006865771745594679,0.008207980417829582,0.0178559111107918,10.0,49,0.0
474,2026-02-26,2026-03-13,0.04313337081757557,0.005806467444772818,0.008141697211687456,0.01780623055518734,10.0,50,0.0
475,2026-02-27,2026-03-14,0.03509131981127019,-0.004004031926057356,0.008075414005545331,0.01694325523730997,10.0,51,0.0
476,2026-02-28,2026-03-16,0.038048067637529964,0.0013929265608143802,0.006769954238812038,0.016969763722376498,10.0,52,0.0
477,2026-03-02,2026-03-17,0.026668247082161273,-0.01936722871936574,0.005464494472078745,0.016927195620919672,10.0,53,0.0
478,2026-03-03,2026-03-18,0.007989390033478861,-0.005459377723118131,0.006769954238812038,0.016896803928455623,10.0,54,0.0
479,2026-03-05,2026-03-20,0.005319161477600027,0.001431300044121342,0.008075414005545331,0.018443445698057087,10.0,55,0.0
480,2026-03-06,2026-03-21,0.0,0.0019351060995290974,0.008207980417829582,0.01842659072388856,10.0,57,0.0
481,2026-03-07,2026-03-23,-0.005208345107138235,-0.00020746758493818927,0.009509448261022629,0.01955365651644626,10.0,58,0.0
482,2026-03-09,2026-03-25,-0.005208345107138235,-0.0026757522638451757,0.010810916104215676,0.019727383315315025,10.0,59,0.0
483,2026-03-10,2026-03-25,-0.012970350442627404,-0.01325016004431975,0.010810916104215676,0.019727383315315025,10.0,59,0.0
484,2026-03-11,2026-03-26,-0.0052219439811517126,-0.009355069633105378,0.012116968218178224,0.019266548020110758,10.0,60,0.0
485,2026-03-12,2026-03-27,0.007863736460214451,0.006517107757553087,0.01342302033214077,0.019860533997313773,10.0,61,0.0
486,2026-03-13,2026-03-28,0.02088848794735553,0.017245799592884536,0.013459250903512639,0.020608289883500445,10.0,62,0.0
487,2026-03-14,2026-03-30,0.04410572184992309,0.017430356453564326,0.013495481474884509,0.020876982572756445,10.0,63,0.0
488,2026-03-16,2026-03-31,0.0769610411361284,0.01810685871946517,0.013550566765331593,0.02055614535784378,10.0,64,0.0
489,2026-03-17,2026-04-01,0.06371581438610778,0.013305936775139134,0.013605652055778678,0.020625867537376486,10.0,65,0.0
490,2026-03-18,2026-04-02,0.08391197225034265,0.017066912424925994,0.016249800707870146,0.021371175491710644,10.0,66,0.0
491,2026-03-19,2026-04-03,0.07410797215372183,0.033219106936553604,0.013605652055778678,0.021151574640509607,10.0,67,0.0
492,2026-03-20,2026-04-04,0.07902198695615098,0.05407580509953535,0.013605652055778678,0.021151574640509607,10.0,67,0.0
493,2026-03-21,2026-04-06,0.09291496907836996,0.027694844654182933,0.013550566765331593,0.021046096409103265,10.0,68,0.0
494,2026-03-23,2026-04-07,0.08983593074149177,0.013644782045026232,0.013495481474884509,0.020804660761204852,10.0,69,0.0
495,2026-03-25,2026-04-09,0.07055822531558854,0.011620228214200314,0.013459250903512639,0.020537331146753744,10.0,70,0.0
496,2026-03-26,2026-04-10,0.06829454743622666,0.00911415200417404,0.012116968218178224,0.020558074348227075,10.0,72,0.0
497,2026-03-27,2026-04-11,0.0632321852235157,0.0068886157787037845,0.010810916104215676,0.020380431885560015,10.0,73,0.0
498,2026-03-28,2026-04-13,0.06016852146645291,-0.009104161361901102,0.009509448261022629,0.020199077331208317,10.0,74,0.0
499,2026-03-30,2026-04-14,0.051927610932764476,-0.017714507429964835,0.010810916104215676,0.020227094160545463,10.0,75,0.0
500,2026-03-31,2026-04-15,0.012270092591814401,-0.04701331734252178,0.012116968218178224,0.02067250754790223,10.0,76,0.0
501,2026-04-01,2026-04-16,0.00738010729762246,-0.0335694394195932,0.01342302033214077,0.020972142785045368,10.0,77,0.0
502,2026-04-02,2026-04-17,-0.007343974255758506,-0.031923118783845225,0.013459250903512639,0.021128774672540502,10.0,78,0.0
503,2026-04-03,2026-04-18,0.004914014802429163,-0.02732277478445245,0.013495481474884509,0.02185186284063202,10.0,79,0.0
504,2026-04-04,2026-04-20,-0.002453988961566703,-0.019072805454843602,0.013550566765331593,0.015956564041246103,1.0,80,0.0
505,2026-04-06,2026-04-21,-0.02427303635620642,-0.028009715335686358,0.013605652055778678,0.01613431481044865,1.0,81,0.0
507,2026-04-08,2026-04-23,-0.019277705425903076,-0.04191908621072875,0.018893949359961613,0.017047120044341526,1.0,83,0.0
508,2026-04-09,2026-04-24,-0.0024360547978811158,-0.02242877808747165,0.018893949359961613,0.017047120044341526,1.0,83,0.0
509,2026-04-10,2026-04-25,0.002442003655551809,-0.02278865201299498,0.019075882982188066,0.01731509493664369,1.0,84,0.0
510,2026-04-11,2026-04-27,0.00488998529419177,0.012077144990469555,0.01925781660441452,0.020829322097739016,10.0,85,0.0
511,2026-04-13,2026-04-28,-0.009780029053639606,0.017700500310141174,0.019446895560636727,0.021212183537864287,10.0,86,0.0
512,2026-04-14,2026-04-29,-0.02934195828401532,-0.0028370462723963045,0.019635974516858935,0.017364712993532875,1.0,87,0.0
513,2026-04-15,2026-04-30,-0.022195732391784323,-0.011354374928344995,0.019635974516858935,0.017987472653262192,1.0,88,0.0
514,2026-04-16,2026-05-01,-0.012330612457478674,0.003534938509635128,0.019635974516858935,0.02986130573553883,100.0,89,0.0
515,2026-04-17,2026-05-02,-0.004926118336055889,0.010208546742050803,0.019446895560636727,0.029881620694509003,100.0,90,0.0
516,2026-04-18,2026-05-04,-0.00491401480242904,0.003920661446904897,0.01925781660441452,0.02958716275765443,100.0,91,0.0
517,2026-04-20,2026-05-05,-0.0024600258408623114,0.00877106695947177,0.019075882982188066,0.02983972046638999,100.0,92,0.0
518,2026-04-21,2026-05-06,-0.012361096823573975,0.004343758682227536,0.018893949359961613,0.030150633222125165,100.0,93,0.0
519,2026-04-22,2026-05-07,-0.019705071079332444,0.003299800718718957,0.016249800707870146,0.03112789064930421,100.0,94,0.0
520,2026-04-23,2026-05-08,-0.03214120921179686,-0.0009090599348997475,0.016249800707870146,0.03112789064930421,100.0,94,0.0
521,2026-04-24,2026-05-09,-0.032220879011163106,0.002677540297142991,0.013605652055778678,0.03062159609832963,100.0,95,0.0
522,2026-04-25,2026-05-11,-0.034742948443872976,0.013317944344116067,0.013550566765331593,0.03054299570166119,100.0,96,0.0
523,2026-04-27,2026-05-12,-0.039806250400419706,0.017064192304992343,0.013495481474884509,0.03053828056359511,100.0,97,0.0
524,2026-04-28,2026-05-13,-0.04266644631890283,0.005896345549061308,0.013459250903512639,0.030512558059933702,100.0,98,0.0
525,2026-04-29,2026-05-14,-0.043099192481852074,0.016247917038303993,0.01342302033214077,0.030143929326591996,100.0,99,0.0
526,2026-04-30,2026-05-15,-0.03295608768329572,0.024702982742708362,0.012846556461977587,0.02967249574488646,100.0,100,0.0
527,2026-05-01,2026-05-16,-0.030229001961317156,0.02118554238409882,0.012270092591814401,0.02992805424807607,100.0,101,0.0
528,2026-05-02,2026-05-18,-0.03262522731607661,0.01581415770734372,0.011540504348015039,0.029849902067714405,100.0,102,0.0
529,2026-05-04,2026-05-19,-0.045347819978459145,0.021413610221872506,0.010810916104215676,0.029961048942872878,100.0,103,0.0
530,2026-05-05,2026-05-20,-0.05310982531394841,0.025672660519694718,0.009509448261022629,0.029941005276872785,100.0,104,0.0
531,2026-05-06,2026-05-22,-0.04320875433123681,0.030509271439020047,0.008207980417829582,0.0299090148397953,100.0,105,0.0
532,2026-05-07,2026-05-22,-0.04320875433123681,0.026558880270006073,0.008141697211687456,0.030162330244498124,100.0,106,0.0
533,2026-05-08,2026-05-23,-0.04103139667786247,0.032414799820568135,0.008075414005545331,0.030099031022550935,100.0,107,1.0
534,2026-05-09,2026-05-25,-0.03851567208061519,0.026750413034487792,0.008032402019512096,0.030385293778594034,100.0,108,1.0
535,2026-05-11,2026-05-26,-0.028170876966696335,0.02719587040054483,0.007989390033478861,0.03065582071066912,100.0,109,1.0
536,2026-05-12,2026-05-27,-0.012771565679487505,0.03248547565101728,0.007926563246846655,0.031041184068465094,100.0,110,1.0
537,2026-05-13,2026-05-28,0.007662872745569097,0.01775619071321996,0.007863736460214451,0.03073540910113931,100.0,111,1.0
538,2026-05-14,2026-05-29,0.012870190520534956,-0.009388237277302208,0.007621921878918456,0.02258145539921719,10.0,112,1.0
539,2026-05-15,2026-05-30,0.007702220362092303,-0.024429191945995077,0.00738010729762246,0.02235344303944748,10.0,113,1.0
540,2026-05-16,2026-06-01,-0.0051282163669194554,-0.02841051183618771,0.006422300884850603,0.02240031569523311,10.0,114,1.0
541,2026-05-18,2026-06-02,-0.012837146760680719,-0.033488530837076654,0.005464494472078745,0.02167150781692243,10.0,115,1.0
542,2026-05-19,2026-06-03,-0.0025806465934916254,-0.02468039515612966,0.005457049619821715,0.020738061586573535,1.0,116,1.0
543,2026-05-20,2026-06-04,0.0051813587419975845,-0.0345086904967617,0.005449604767564685,0.020709028174056295,1.0,117,1.0
548,2026-05-27,2026-06-15,-0.015544354437800344,-0.0971943415484384,0.004902000048310467,0.020717261924843376,0.1,123,1.0
549,2026-05-28,2026-06-15,-0.025774622688615252,-0.10550592710279968,0.0036659944748717896,0.020720434328359003,0.1,124,1.0
550,2026-05-29,2026-06-15,-0.0206725708047198,-0.11083581773223866,0.0036659944748717896,0.022130892096660543,1.0,125,1.0
551,2026-05-30,2026-06-15,-0.0206725708047198,-0.0851055970920916,0.0036659944748717896,0.022389674456479696,1.0,126,1.0
552,2026-06-01,2026-06-16,-0.015544354437800344,-0.09463149604214838,0.0036659944748717896,0.02211531851405074,1.0,127,1.0
553,2026-06-02,2026-06-17,-0.018253440309350347,-0.06493882801626139,0.0012210018277759044,0.02112506123750303,1.0,128,1.0
554,2026-06-03,2026-06-18,-0.026179505581771054,-0.06333675173004642,-0.0012180273989405579,0.02116688625865306,1.0,129,1.0
555,2026-06-04,2026-06-19,-0.03149866705937105,-0.060111125539208714,-0.0024450218797239095,0.021187903671061582,0.1,130,1.0
556,2026-06-05,2026-06-20,-0.03166491464396869,-0.06116119815166539,-0.0024450218797239095,0.022112477733759656,0.1,131,1.0
557,2026-06-15,2026-06-30,-0.026456569536830468,-0.04016853934610097,-0.0024450218797239095,0.022112477733759656,0.1,131,1.0
558,2026-06-16,2026-07-01,-0.029141134907499467,0.005926863726269831,-0.0038029032340702274,0.03278043282092288,100.0,135,1.0
559,2026-06-17,2026-07-02,-0.023969190112996277,-0.0011126400735478378,-0.004920066569242465,0.03242010397485985,100.0,136,1.0
560,2026-06-18,2026-07-03,-0.021448543407483627,-0.0012043451935115027,-0.005027167351487672,0.0322710837479392,100.0,137,1.0
561,2026-06-19,2026-07-04,-0.021564177915840525,0.007836235700152246,-0.005168280737028845,0.03223408479319138,100.0,138,1.0
562,2026-06-20,2026-07-06,-0.018945086242449304,0.02553401255773411,-0.005168280737028845,0.03212161291249938,100.0,139,1.0
563,2026-06-22,2026-07-07,-0.021681066061324052,0.021697899608563304,-0.005168280737028845,0.03218081856128899,100.0,140,1.0
564,2026-06-23,2026-07-08,-0.002713705871596273,0.01547102721069391,-0.005168280737028845,0.03218081856128899,100.0,140,1.0
565,2026-06-24,2026-07-09,0.005420067469339113,0.02037681862494372,-0.005168280737028845,0.03218081856128899,100.0,140,1.0
566,2026-06-25,2026-07-10,0.008141157583699866,0.022467900099265366,-0.005168280737028845,0.03218081856128899,100.0,140,1.0
567,2026-06-26,2026-07-11,0.010869672236903891,0.023384123327639915,-0.005168280737028845,0.03218081856128899,100.0,140,1.0
568,2026-06-27,2026-07-13,0.01621657158924529,0.020243355539445,-0.005168280737028845,0.03218081856128899,100.0,140,1.0
569,2026-06-29,2026-07-14,0.021506205220963682,0.014654157587619563,-0.005168280737028845,0.03218081856128899,100.0,140,1.0
570,2026-06-30,2026-07-15,0.015957785438610816,0.003841657739526775,-0.005168280737028845,0.03218081856128899,100.0,140,1.0
571,2026-07-01,2026-07-16,0.02127739844728488,0.005575076502614741,-0.005168280737028845,0.03222735388864907,100.0,141,1.0
572,2026-07-02,2026-07-17,0.023969190112996402,0.0041793445547657765,-0.005168280737028845,0.03206835082171944,100.0,142,1.0
573,2026-07-03,2026-07-18,0.03462396456604808,-0.01041480672557352,-0.005168280737028845,0.031995870675176515,100.0,143,1.0
574,2026-07-04,2026-07-20,0.045280704533156496,-0.008579814563712517,-0.005208345107138235,0.03187453799230683,100.0,144,1.0
575,2026-07-06,2026-07-21,0.04800921918636066,-0.016294175216725788,-0.0052151445441449736,0.031674597343837034,100.0,145,1.0
