date,call,end,actual_ret,actual_change,actual_direction,signed_ret,signed_change,hit,holding_hurdle_inr,net_hold_change_inr,economic_target,economic_hit,signed_net_value_inr
2024-02-27,1,2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,300.0,-300.0,-1.0,0.0,-300.0
2024-03-01,1,2024-03-12,-0.0025542798050967423,-100.0,-1.0,-0.0025542798050967423,-100.0,0.0,300.0,-400.0,-1.0,0.0,-400.0
2024-03-02,1,2024-03-12,-0.0025542798050967423,-100.0,-1.0,-0.0025542798050967423,-100.0,0.0,300.0,-400.0,-1.0,0.0,-400.0
2024-03-04,1,2024-03-14,-0.007682496172016282,-300.0,-1.0,-0.007682496172016282,-300.0,0.0,300.0,-600.0,-1.0,0.0,-600.0
2024-03-05,1,2024-03-15,-0.015424470325631639,-600.0,-1.0,-0.015424470325631639,-600.0,0.0,300.0,-900.0,-1.0,0.0,-900.0
2024-03-06,1,2024-03-16,-0.015424470325631639,-600.0,-1.0,-0.015424470325631639,-600.0,0.0,300.0,-900.0,-1.0,0.0,-900.0
2024-12-23,1,2025-01-02,0.0,0.0,0.0,0.0,0.0,0.0,300.0,-300.0,-1.0,0.0,-300.0
2024-12-25,1,2025-01-04,0.0,0.0,0.0,0.0,0.0,0.0,300.0,-300.0,-1.0,0.0,-300.0
2024-12-26,1,2025-01-06,0.0,0.0,0.0,0.0,0.0,0.0,300.0,-300.0,-1.0,0.0,-300.0
2024-12-30,1,2025-01-09,0.0,0.0,0.0,0.0,0.0,0.0,300.0,-300.0,-1.0,0.0,-300.0
2024-12-31,1,2025-01-10,-0.005076153031860661,-200.0,-1.0,-0.005076153031860661,-200.0,0.0,300.0,-500.0,-1.0,0.0,-500.0
2025-01-01,1,2025-01-11,-0.007623925110659371,-300.0,-1.0,-0.007623925110659371,-300.0,0.0,300.0,-600.0,-1.0,0.0,-600.0
2025-01-02,1,2025-01-13,-0.005076153031860661,-200.0,-1.0,-0.005076153031860661,-200.0,0.0,300.0,-500.0,-1.0,0.0,-500.0
2025-01-03,1,2025-01-13,-0.005076153031860661,-200.0,-1.0,-0.005076153031860661,-200.0,0.0,300.0,-500.0,-1.0,0.0,-500.0
2025-01-04,1,2025-01-15,0.0,0.0,0.0,0.0,0.0,0.0,300.0,-300.0,-1.0,0.0,-300.0
2025-01-06,1,2025-01-16,0.0,0.0,0.0,0.0,0.0,0.0,300.0,-300.0,-1.0,0.0,-300.0
2025-01-07,1,2025-01-17,0.0,0.0,0.0,0.0,0.0,0.0,300.0,-300.0,-1.0,0.0,-300.0
2025-01-08,1,2025-01-18,0.0,0.0,0.0,0.0,0.0,0.0,300.0,-300.0,-1.0,0.0,-300.0
2025-02-26,1,2025-03-08,0.002594035177046528,100.0,1.0,0.002594035177046528,100.0,1.0,300.0,-200.0,-1.0,0.0,-200.0
2025-02-27,1,2025-03-10,0.002594035177046528,100.0,1.0,0.002594035177046528,100.0,1.0,300.0,-200.0,-1.0,0.0,-200.0
2025-02-28,1,2025-03-10,0.002594035177046528,100.0,1.0,0.002594035177046528,100.0,1.0,300.0,-200.0,-1.0,0.0,-200.0
2025-03-01,1,2025-03-11,0.002594035177046528,100.0,1.0,0.002594035177046528,100.0,1.0,300.0,-200.0,-1.0,0.0,-200.0
2025-03-03,1,2025-03-13,0.002594035177046528,100.0,1.0,0.002594035177046528,100.0,1.0,300.0,-200.0,-1.0,0.0,-200.0
2025-03-05,1,2025-03-15,0.002594035177046528,100.0,1.0,0.002594035177046528,100.0,1.0,300.0,-200.0,-1.0,0.0,-200.0
2025-03-06,1,2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,300.0,-300.0,-1.0,0.0,-300.0
2025-03-07,1,2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,300.0,-300.0,-1.0,0.0,-300.0
2025-03-08,1,2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,300.0,-300.0,-1.0,0.0,-300.0
2025-03-10,1,2025-03-20,0.007741974153615459,300.0,1.0,0.007741974153615459,300.0,1.0,300.0,0.0,0.0,0.0,0.0
2025-04-17,1,2025-04-28,-0.01519016549397512,-600.0,-1.0,-0.01519016549397512,-600.0,0.0,300.0,-900.0,-1.0,0.0,-900.0
2025-04-18,1,2025-04-28,-0.010152371464017962,-400.0,-1.0,-0.010152371464017962,-400.0,0.0,300.0,-700.0,-1.0,0.0,-700.0
2025-05-16,-1,2025-05-26,-0.020513539833102903,-800.0,-1.0,0.020513539833102903,800.0,1.0,300.0,-1100.0,-1.0,1.0,1100.0
2025-05-17,-1,2025-05-27,-0.025708356710206923,-1000.0,-1.0,0.025708356710206923,1000.0,1.0,300.0,-1300.0,-1.0,1.0,1300.0
2025-06-18,-1,2025-06-28,-0.019048194970694474,-700.0,-1.0,0.019048194970694474,700.0,1.0,300.0,-1000.0,-1.0,1.0,1000.0
2025-06-19,-1,2025-07-01,-0.016304709024943582,-600.0,-1.0,0.016304709024943582,600.0,1.0,300.0,-900.0,-1.0,1.0,900.0
2025-06-20,-1,2025-07-01,-0.016304709024943582,-600.0,-1.0,0.016304709024943582,600.0,1.0,300.0,-900.0,-1.0,1.0,900.0
2025-06-21,-1,2025-07-01,-0.016304709024943582,-600.0,-1.0,0.016304709024943582,600.0,1.0,300.0,-900.0,-1.0,1.0,900.0
2025-06-23,-1,2025-07-03,-0.013605652055778598,-500.0,-1.0,0.013605652055778598,500.0,1.0,300.0,-800.0,-1.0,1.0,800.0
2025-06-24,-1,2025-07-04,-0.008185584586439405,-300.0,-1.0,0.008185584586439405,300.0,1.0,300.0,-600.0,-1.0,1.0,600.0
2025-06-25,-1,2025-07-05,-0.0027359798188747488,-100.0,-1.0,0.0027359798188747488,100.0,1.0,300.0,-400.0,-1.0,1.0,400.0
2025-06-26,-1,2025-07-07,0.0027359798188748455,100.0,1.0,-0.0027359798188748455,-100.0,0.0,300.0,-200.0,-1.0,1.0,200.0
2025-06-27,-1,2025-07-07,0.0027359798188748455,100.0,1.0,-0.0027359798188748455,-100.0,0.0,300.0,-200.0,-1.0,1.0,200.0
