date,call,end,actual_ret,actual_change,actual_direction,signed_ret,signed_change,hit,holding_hurdle_inr,net_hold_change_inr,economic_target,economic_hit,signed_net_value_inr
2024-11-20,1,2024-12-20,0.0,0.0,0.0,0.0,0.0,0.0,900.0,-900.0,-1.0,0.0,-900.0
2024-11-21,1,2024-12-21,0.0,0.0,0.0,0.0,0.0,0.0,900.0,-900.0,-1.0,0.0,-900.0
2024-11-22,1,2024-12-23,-0.0050505157860685915,-200.0,-1.0,-0.0050505157860685915,-200.0,0.0,900.0,-1100.0,-1.0,0.0,-1100.0
2024-11-23,1,2024-12-23,0.0,0.0,0.0,0.0,0.0,0.0,900.0,-900.0,-1.0,0.0,-900.0
2024-11-25,1,2024-12-25,0.0,0.0,0.0,0.0,0.0,0.0,900.0,-900.0,-1.0,0.0,-900.0
2024-11-26,1,2024-12-26,0.0,0.0,0.0,0.0,0.0,0.0,900.0,-900.0,-1.0,0.0,-900.0
2024-11-27,1,2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,900.0,-900.0,-1.0,0.0,-900.0
2024-11-28,1,2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,900.0,-900.0,-1.0,0.0,-900.0
2024-11-29,1,2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,900.0,-900.0,-1.0,0.0,-900.0
2024-11-30,1,2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,900.0,-900.0,-1.0,0.0,-900.0
2024-12-02,1,2025-01-01,0.005076153031860568,200.0,1.0,0.005076153031860568,200.0,1.0,900.0,-700.0,-1.0,0.0,-700.0
2024-12-04,1,2025-01-03,0.0,0.0,0.0,0.0,0.0,0.0,900.0,-900.0,-1.0,0.0,-900.0
2024-12-05,1,2025-01-04,0.0,0.0,0.0,0.0,0.0,0.0,900.0,-900.0,-1.0,0.0,-900.0
2024-12-06,1,2025-01-06,0.0,0.0,0.0,0.0,0.0,0.0,900.0,-900.0,-1.0,0.0,-900.0
2024-12-07,1,2025-01-06,0.0,0.0,0.0,0.0,0.0,0.0,900.0,-900.0,-1.0,0.0,-900.0
2024-12-16,1,2025-01-15,0.0,0.0,0.0,0.0,0.0,0.0,900.0,-900.0,-1.0,0.0,-900.0
2024-12-17,1,2025-01-16,0.0,0.0,0.0,0.0,0.0,0.0,900.0,-900.0,-1.0,0.0,-900.0
2024-12-18,1,2025-01-17,0.0,0.0,0.0,0.0,0.0,0.0,900.0,-900.0,-1.0,0.0,-900.0
2024-12-19,1,2025-01-18,0.0,0.0,0.0,0.0,0.0,0.0,900.0,-900.0,-1.0,0.0,-900.0
2025-01-09,-1,2025-02-10,-0.012739025777429714,-500.0,-1.0,0.012739025777429714,500.0,1.0,900.0,-1400.0,-1.0,1.0,1400.0
2025-01-10,-1,2025-02-10,-0.007662872745569137,-300.0,-1.0,0.007662872745569137,300.0,1.0,900.0,-1200.0,-1.0,1.0,1200.0
2025-01-11,-1,2025-02-10,-0.005115100666770377,-200.0,-1.0,0.005115100666770377,200.0,1.0,900.0,-1100.0,-1.0,1.0,1100.0
2025-01-13,-1,2025-02-12,-0.007662872745569137,-300.0,-1.0,0.007662872745569137,300.0,1.0,900.0,-1200.0,-1.0,1.0,1200.0
2025-01-15,-1,2025-02-14,-0.01788042527784841,-700.0,-1.0,0.01788042527784841,700.0,1.0,900.0,-1600.0,-1.0,1.0,1600.0
2025-01-16,-1,2025-02-17,-0.02564243061333767,-1000.0,-1.0,0.02564243061333767,1000.0,1.0,900.0,-1900.0,-1.0,1.0,1900.0
2025-01-17,-1,2025-02-17,-0.02564243061333767,-1000.0,-1.0,0.02564243061333767,1000.0,1.0,900.0,-1900.0,-1.0,1.0,1900.0
2025-01-18,-1,2025-02-17,-0.02564243061333767,-1000.0,-1.0,0.02564243061333767,1000.0,1.0,900.0,-1900.0,-1.0,1.0,1900.0
2025-01-20,-1,2025-02-19,-0.030850775720475933,-1200.0,-1.0,0.030850775720475933,1200.0,1.0,900.0,-2100.0,-1.0,1.0,2100.0
2025-01-21,-1,2025-02-20,-0.030850775720475933,-1200.0,-1.0,0.030850775720475933,1200.0,1.0,900.0,-2100.0,-1.0,1.0,2100.0
2025-01-22,-1,2025-02-21,-0.030850775720475933,-1200.0,-1.0,0.030850775720475933,1200.0,1.0,900.0,-2100.0,-1.0,1.0,2100.0
2025-01-23,-1,2025-02-22,-0.030850775720475933,-1200.0,-1.0,0.030850775720475933,1200.0,1.0,900.0,-2100.0,-1.0,1.0,2100.0
2025-01-24,-1,2025-02-24,-0.02824321231339505,-1100.0,-1.0,0.02824321231339505,1100.0,1.0,900.0,-2000.0,-1.0,1.0,2000.0
