as_of,rule,call_code,call,plate_melt_z60,eight_melt_z60,ten_melt_z60,scrap_ingot_z60,ingot_mom10,tmt_mom10,turkey_mom20,turkey_age
2026-08-11,rule_plate_melt,-1,DOWN / SELL,1.398273215010349,1.4637286149697388,1.4657930587674595,0.9323819146947812,0.007416597655049619,0.02757332690409977,-0.034211677279035464,1
2026-08-11,rule_eight_melt,-1,DOWN / SELL,1.398273215010349,1.4637286149697388,1.4657930587674595,0.9323819146947812,0.007416597655049619,0.02757332690409977,-0.034211677279035464,1
2026-08-11,rule_ten_melt,-1,DOWN / SELL,1.398273215010349,1.4637286149697388,1.4657930587674595,0.9323819146947812,0.007416597655049619,0.02757332690409977,-0.034211677279035464,1
2026-08-11,rule_scrap_ingot,0,NO CALL,1.398273215010349,1.4637286149697388,1.4657930587674595,0.9323819146947812,0.007416597655049619,0.02757332690409977,-0.034211677279035464,1
2026-08-11,rule_local_momentum,1,UP / HOLD,1.398273215010349,1.4637286149697388,1.4657930587674595,0.9323819146947812,0.007416597655049619,0.02757332690409977,-0.034211677279035464,1
2026-08-11,rule_value_momentum,0,NO CALL,1.398273215010349,1.4637286149697388,1.4657930587674595,0.9323819146947812,0.007416597655049619,0.02757332690409977,-0.034211677279035464,1
2026-08-11,rule_turkey_momentum,-1,DOWN / SELL,1.398273215010349,1.4637286149697388,1.4657930587674595,0.9323819146947812,0.007416597655049619,0.02757332690409977,-0.034211677279035464,1
