origin_index,origin_date,target_end,actual,predicted,baseline,interval_half_80,alpha,train_n,quality_primary
526,2026-04-30,2026-07-29,-0.02781468818287703,0.11490284164871786,0.09621548231333998,0.01010927413247684,10.0,40,0.0
527,2026-05-01,2026-07-30,-0.03278982282299084,0.11275316901701248,0.09580412893760827,0.010336589835997459,10.0,41,0.0
528,2026-05-02,2026-07-31,-0.050643732818754915,0.11159462822157035,0.09542383881225111,0.010290260368739233,10.0,42,0.0
529,2026-05-04,2026-08-03,-0.05310982531394841,0.10721385969009713,0.09542383881225111,0.010290260368739233,10.0,42,0.0
530,2026-05-05,2026-08-03,-0.05310982531394841,0.10654115600578726,0.09621548231333998,0.010926432614218612,10.0,44,0.0
531,2026-05-06,2026-08-04,-0.030305349495328922,0.10436981629628922,0.09580412893760827,0.010687010465436018,10.0,45,0.0
532,2026-05-07,2026-08-05,-0.02519024882855852,0.09647831428583525,0.09542383881225111,0.010299892132322241,10.0,46,0.0
533,2026-05-08,2026-08-06,-0.01519016549397512,0.0932669911451578,0.09504354868689395,0.010840668657531284,10.0,47,1.0
534,2026-05-09,2026-08-07,-0.012674440896727824,0.0938542105300378,0.09430913128950327,0.01091216865653538,10.0,48,1.0
535,2026-05-11,2026-08-10,-0.028170876966696335,0.09322990696507426,0.09430913128950327,0.01091216865653538,10.0,48,1.0
536,2026-05-12,2026-08-10,-0.023107575010149605,0.08477138444577548,0.09326889043516573,0.011310617017028044,10.0,50,1.0
537,2026-05-13,2026-08-11,-0.012903404835907841,0.08771842067473554,0.09296306697821885,0.011850032103873864,10.0,51,1.0
