origin_index,origin_date,target_end,actual,predicted,baseline,interval_half_80,alpha,train_n,quality_primary
461,2026-02-10,2026-02-20,-0.03252319170556006,0.0014819920940077544,0.01621657158924529,0.028782899642575722,10.0,41,0.0
462,2026-02-11,2026-02-23,-0.01621657158924528,0.008817245842926452,0.016172976759564504,0.0290748173553389,10.0,42,0.0
463,2026-02-12,2026-02-23,-0.005434795985956945,0.012677469092947402,0.016172976759564504,0.0290748173553389,10.0,42,0.0
464,2026-02-13,2026-02-23,0.005464494472078745,0.012691763224778278,0.016129381929883717,0.03099360000877586,10.0,43,0.0
465,2026-02-14,2026-02-24,0.0,0.008087858094499835,0.016129381929883717,0.030005836880910273,10.0,44,0.0
466,2026-02-16,2026-02-26,-0.010959013789719543,0.00888162649170354,0.016129381929883717,0.02906319049793546,10.0,45,0.0
467,2026-02-17,2026-02-27,0.0027510333718897976,0.005713872129105646,0.01379332213233577,0.028036901411231257,10.0,47,0.0
468,2026-02-18,2026-02-28,-0.00827590930385971,0.02719075669596033,0.013608171232238269,0.028133822182245794,10.0,48,0.0
469,2026-02-19,2026-03-02,0.01910017137341943,0.024359355964785546,0.013608171232238269,0.028133822182245794,10.0,48,0.0
470,2026-02-20,2026-03-02,0.01910017137341943,0.021528266775964228,0.01342302033214077,0.028070564303482728,10.0,49,0.0
471,2026-02-23,2026-03-05,0.02156417791584064,0.014778208758675672,0.010782088957920318,0.02748170438252663,10.0,50,0.0
472,2026-02-24,2026-03-06,0.0402738991379399,0.01179311905960356,0.005464494472078745,0.027445530670064215,10.0,53,0.0
473,2026-02-25,2026-03-07,0.058840500022933395,0.005975742446316878,0.005464494472078745,0.02745547642194398,10.0,54,0.0
474,2026-02-26,2026-03-09,0.058840500022933395,0.0013965442194200776,0.005464494472078745,0.02745547642194398,10.0,54,0.0
475,2026-02-27,2026-03-09,0.05608946665104358,-0.0009949362542176514,0.005464494472078745,0.02739925446057417,10.0,55,0.0
476,2026-02-28,2026-03-10,0.07212738129039248,0.003698061083273653,0.00544964522901787,0.02735543428635736,10.0,56,0.0
477,2026-03-02,2026-03-12,0.026668247082161273,-0.018430311571663444,0.005434795985956995,0.027471911725469755,10.0,57,0.0
