date,call,end,actual_ret,actual_change,actual_direction,signed_ret,signed_change,hit,holding_hurdle_inr,net_hold_change_inr,economic_target,economic_hit,signed_net_value_inr
2023-12-11,1,2024-03-12,-0.05957096024533254,-2400.0,-1.0,-0.05957096024533254,-2400.0,0.0,2700.0,-5100.0,-1.0,0.0,-5100.0
2023-12-13,1,2024-03-12,-0.061977700275897524,-2500.0,-1.0,-0.061977700275897524,-2500.0,0.0,2700.0,-5200.0,-1.0,0.0,-5200.0
2024-03-12,-1,2024-06-14,0.1203373154614802,5000.0,1.0,-0.1203373154614802,-5000.0,0.0,2700.0,2300.0,1.0,0.0,-2300.0
2024-03-13,-1,2024-06-14,0.1254655318283997,5200.0,1.0,-0.1254655318283997,-5200.0,0.0,2700.0,2500.0,1.0,0.0,-2500.0
2024-03-14,-1,2024-06-14,0.1254655318283997,5200.0,1.0,-0.1254655318283997,-5200.0,0.0,2700.0,2500.0,1.0,0.0,-2500.0
2024-03-15,-1,2024-06-14,0.1332075059820152,5500.0,1.0,-0.1332075059820152,-5500.0,0.0,2700.0,2800.0,1.0,0.0,-2800.0
2024-03-16,-1,2024-06-14,0.1332075059820152,5500.0,1.0,-0.1332075059820152,-5500.0,0.0,2700.0,2800.0,1.0,0.0,-2800.0
2024-10-01,1,2024-12-30,-0.037271394797231655,-1500.0,-1.0,-0.037271394797231655,-1500.0,0.0,2700.0,-4200.0,-1.0,0.0,-4200.0
2024-10-03,-1,2025-01-01,-0.037271394797231655,-1500.0,-1.0,0.037271394797231655,1500.0,1.0,2700.0,-4200.0,-1.0,1.0,4200.0
2024-10-04,-1,2025-01-02,-0.0445618280599109,-1800.0,-1.0,0.0445618280599109,1800.0,1.0,2700.0,-4500.0,-1.0,1.0,4500.0
2024-10-05,1,2025-01-03,-0.037271394797231655,-1500.0,-1.0,-0.037271394797231655,-1500.0,0.0,2700.0,-4200.0,-1.0,0.0,-4200.0
2024-10-07,1,2025-01-06,-0.0445618280599109,-1800.0,-1.0,-0.0445618280599109,-1800.0,0.0,2700.0,-4500.0,-1.0,0.0,-4500.0
2024-10-08,1,2025-01-06,-0.0445618280599109,-1800.0,-1.0,-0.0445618280599109,-1800.0,0.0,2700.0,-4500.0,-1.0,0.0,-4500.0
2024-10-09,1,2025-01-07,-0.03970744959511269,-1600.0,-1.0,-0.03970744959511269,-1600.0,0.0,2700.0,-4300.0,-1.0,0.0,-4300.0
2024-10-10,1,2025-01-08,-0.03238140950303983,-1300.0,-1.0,-0.03238140950303983,-1300.0,0.0,2700.0,-4000.0,-1.0,0.0,-4000.0
