Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
2024-06-24,388,388,388,388,-1.,-0.26%,0,15
2024-06-25,386,386,385,386,-2.,-0.52%,0,15
2024-06-26,386,386,386,386,0,0.00%,0,15
2024-06-27,386,386,386,386,0,0.00%,0,12
2024-06-28,386,386,386,386,0,0.00%,0,12
2024-07-01,388,388,388,388,2,+0.52%,0,12
2024-07-02,390,390,390,390,2,+0.52%,0,12
2024-07-03,390,390,390,390,0,0.00%,0,12
2024-07-05,390,390,390,390,0,0.00%,0,12
2024-07-08,390,390,390,390,0,0.00%,0,12
2024-07-09,390,390,390,390,0,0.00%,0,12
2024-07-10,390,390,390,390,0,0.00%,0,12
2024-07-11,390,390,390,390,0,0.00%,0,12
2024-07-12,390,390,390,390,0,0.00%,0,12
2024-07-15,390,390,390,390,0,0.00%,0,12
2024-07-16,390,390,390,390,0,0.00%,0,12
2024-07-17,390,390,390,390,0,0.00%,0,12
2024-07-18,390,390,390,390,0,0.00%,0,12
2024-07-19,390,390,390,390,0,0.00%,0,12
2024-07-22,390,390,390,390,0,0.00%,0,12
2024-07-23,386,386,386,386,-4.,-1.03%,0,12
2024-07-24,386,386,386,386,0,0.00%,0,12
2024-07-25,383,383,383,383,-3.,-0.78%,0,12
2024-07-26,381,381,381,381,-2.,-0.52%,0,12
2024-07-29,379,379,379,379,-2.,-0.52%,3,12
2024-07-30,379,379,379,379,0,0.00%,0,9
2024-07-31,379,379,379,379,0,0.00%,0,9
2024-08-01,377,377,377,377,-2.,-0.53%,0,6
2024-08-02,377,377,377,377,0,0.00%,0,6
2024-08-05,377,377,377,377,0,0.00%,0,6
2024-08-06,377,377,377,377,0,0.00%,0,6
2024-08-07,375,375,375,375,-2.,-0.53%,0,6
2024-08-08,374,374,374,374,-1.,-0.27%,0,6
2024-08-09,374,374,374,374,0,0.00%,0,6
2024-08-12,370,370,370,370,-4.,-1.07%,0,6
2024-08-13,370,370,370,370,0,0.00%,0,6
2024-08-14,370,370,370,370,0,0.00%,0,6
2024-08-15,362,362,362,362,-8.,-2.16%,0,6
2024-08-16,362,362,362,362,0,0.00%,0,6
2024-08-19,366,366,366,366,4,+1.10%,6,6
2024-08-20,366,366,366,366,0,0.00%,0,0
2024-08-21,366,366,366,366,0,0.00%,0,0
2024-09-25,372,372,372,372,6,+1.64%,120,120
2024-09-26,375,375,375,375,3,+0.81%,0,60
2024-09-27,377,377,377,377,2,+0.53%,0,120
2024-09-30,389,395,389,389,12,+3.18%,0,120
2024-10-01,389,389,389,389,0,0.00%,0,120
2024-10-02,390,390,390,390,1,+0.26%,0,120
2024-10-03,391,391,391,391,1,+0.26%,0,50
2024-10-04,391,395,391,391,0,0.00%,0,120
2024-10-07,405,407,405,405,14,+3.58%,0,120
2024-10-08,401,401,401,401,-4.,-0.99%,0,120
2024-10-09,401,401,398,401,0,0.00%,0,120
2024-10-10,396,396,396,396,-5.,-1.25%,0,50
2024-10-11,389,389,389,389,-7.,-1.77%,0,120
2024-10-14,386,386,385,386,-3.,-0.77%,6,117
2024-10-15,383,383,380,383,-3.,-0.78%,0,117
2024-10-16,377,377,377,377,-6.,-1.57%,0,117
2024-10-17,372,372,372,372,-5.,-1.33%,0,60
2024-10-18,372,372,372,372,0,0.00%,0,117
2024-10-21,372,372,372,372,0,0.00%,0,117
2024-10-22,372,372,372,372,0,0.00%,0,117
2024-10-23,372,372,372,372,0,0.00%,0,117
2024-10-24,372,372,372,372,0,0.00%,0,50
2024-10-25,372,372,372,372,0,0.00%,0,117
2024-10-28,372,372,372,372,0,0.00%,0,117
2024-10-29,372,372,372,372,0,0.00%,0,117
2024-10-30,379,379,379,379,7,+1.88%,0,117
2024-10-31,379,379,379,379,0,0.00%,0,40
2024-11-01,379,379,379,379,0,0.00%,0,107
2024-11-04,378,382,378,382,3,+0.79%,0,107
2024-11-05,381,381,381,381,-1.,-0.26%,0,107
2024-11-06,379,379,379,379,-2.,-0.52%,0,107
2024-11-07,379,379,379,379,0,0.00%,0,40
2024-11-08,375,375,375,375,-4.,-1.06%,0,107
2024-11-11,373,373,373,373,-2.,-0.53%,0,107
2024-11-12,370,370,370,370,-3.,-0.80%,0,107
2024-11-13,365,365,365,365,-5.,-1.35%,0,107
2024-11-14,364,364,364,364,-1.,-0.27%,0,40
2024-11-15,363,367,363,367,3,+0.82%,0,107
2024-11-18,367,367,367,367,0,0.00%,3,107
2024-11-19,364,364,364,364,-3.,-0.82%,0,107
2024-11-20,360,360,360,360,-4.,-1.10%,0,107
2024-11-21,360,360,360,360,0,0.00%,0,40
2024-11-22,358,358,358,358,-2.,-0.56%,3,107
2024-11-25,358,358,358,358,0,0.00%,0,107
2024-11-26,359,359,359,359,1,+0.28%,0,107
2024-11-27,359,359,359,359,0,0.00%,0,40
2024-11-29,356,356,356,356,-3.,-0.84%,0,97
"Downloaded from Barchart.com as of 08-12-2026 05:42am CDT"
