Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
2024-01-17,401,401,401,401,-3.,-0.74%,0,78
2024-01-18,399,399,399,399,-2.,-0.50%,0,78
2024-01-19,399,399,399,399,0,0.00%,0,78
2024-01-22,399,399,399,399,0,0.00%,0,78
2024-01-23,399,399,399,399,0,0.00%,0,78
2024-01-24,404,404,404,404,5,+1.25%,0,78
2024-01-25,406,406,406,406,2,+0.50%,0,3
2024-01-26,410,410,410,410,4,+0.99%,0,78
2024-01-29,417,417,417,417,7,+1.71%,0,78
2024-01-30,417,417,417,417,0,0.00%,0,78
2024-01-31,417,417,417,417,0,0.00%,0,78
2024-02-01,417,417,417,417,0,0.00%,0,57
2024-02-02,415,415,415,415,-2.,-0.48%,0,57
2024-02-05,415,415,415,415,0,0.00%,0,57
2024-02-06,415,415,415,415,0,0.00%,0,57
2024-02-07,411,411,411,411,-4.,-0.96%,0,57
2024-02-08,408,408,408,408,-3.,-0.73%,0,57
2024-02-09,408,408,408,408,0,0.00%,0,57
2024-02-12,408,408,408,408,0,0.00%,0,57
2024-02-13,408,408,408,408,0,0.00%,0,57
2024-02-14,406,406,406,406,-2.,-0.49%,0,57
2024-02-15,406,406,406,406,0,0.00%,0,57
2024-02-16,406,406,406,406,0,0.00%,0,57
2024-02-20,390,390,390,390,-16.,-3.94%,0,57
2024-02-21,391,392,391,391,1,+0.26%,0,57
2024-02-22,392,392,392,392,1,+0.26%,0,57
2024-02-23,404,404,397,397,5,+1.28%,6,57
2024-02-26,397,397,397,397,0,0.00%,0,57
2024-02-27,397,397,397,397,0,0.00%,0,57
2024-02-28,397,397,397,397,0,0.00%,0,57
2024-02-29,394,394,394,394,-3.,-0.76%,0,57
2024-03-01,390,390,390,390,-4.,-1.02%,0,33
2024-03-04,382,382,382,382,-8.,-2.05%,0,33
2024-03-05,371,371,371,371,-11.,-2.88%,0,33
2024-03-06,371,375,371,371,0,0.00%,0,33
2024-03-07,381,381,381,381,10,+2.70%,0,33
2024-03-08,384,384,384,384,3,+0.79%,0,33
2024-03-11,384,384,384,384,0,0.00%,0,33
2024-03-12,386,386,386,386,2,+0.52%,0,33
2024-03-13,389,389,389,389,3,+0.78%,6,33
2024-03-14,389,389,389,389,0,0.00%,0,33
2024-03-15,387,387,384,387,-2.,-0.51%,0,33
2024-03-18,387,387,387,387,0,0.00%,0,33
2024-03-19,387,387,387,387,0,0.00%,0,33
2024-03-20,388,388,388,388,1,+0.26%,0,33
2024-03-21,392,392,392,392,4,+1.03%,0,33
