Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
2026-01-27,381,381,381,381,19,+5.25%,3,45
2026-01-28,381,381,381,381,0,0.00%,0,45
2026-01-29,381,381,381,381,0,0.00%,0,45
2026-01-30,381,381,381,381,0,0.00%,0,33
2026-02-02,381,381,381,381,0,0.00%,0,33
2026-02-03,381,381,381,381,0,0.00%,0,33
2026-02-04,381,381,381,381,0,0.00%,0,33
2026-02-05,381,381,381,381,0,0.00%,0,33
2026-02-06,381,381,381,381,0,0.00%,0,33
2026-02-09,376,376,376,376,-5.,-1.31%,3,36
2026-02-10,376,376,376,376,0,0.00%,0,36
2026-02-11,376,376,376,376,0,0.00%,0,36
2026-02-12,376,376,376,376,0,0.00%,0,36
2026-02-13,376,376,376,376,0,0.00%,0,36
2026-02-17,376,376,376,376,0,0.00%,0,36
2026-02-18,376,376,376,376,0,0.00%,0,36
2026-02-19,376,376,376,376,0,0.00%,0,36
2026-02-20,380,380,380,380,4,+1.06%,4,36
2026-02-23,380,380,380,380,0,0.00%,0,36
2026-02-24,379,379,379,379,-1.,-0.26%,0,36
2026-02-25,379,379,379,379,0,0.00%,0,36
2026-02-26,379,379,379,379,0,0.00%,0,36
2026-02-27,379,379,379,379,0,0.00%,0,21
2026-03-02,379,379,379,379,0,0.00%,0,21
2026-03-03,379,379,379,379,0,0.00%,0,21
2026-03-04,379,379,379,379,0,0.00%,0,21
2026-03-05,381,381,381,381,2,+0.53%,0,21
2026-03-06,381,381,381,381,0,0.00%,0,21
2026-03-09,381,381,381,381,0,0.00%,0,21
2026-03-10,381,381,381,381,0,0.00%,0,21
2026-03-11,381,381,381,381,0,0.00%,3,21
2026-03-12,386,386,386,386,5,+1.31%,12,21
2026-03-13,394,394,394,394,8,+2.07%,6,38
2026-03-16,397,397,386,397,3,+0.76%,0,38
2026-03-17,403,403,403,403,6,+1.51%,0,38
2026-03-18,400,400,396,400,-3.,-0.74%,0,38
2026-03-19,400,400,400,400,0,0.00%,3,38
2026-03-20,400,400,400,400,0,0.00%,0,38
2026-03-23,400,400,400,400,0,0.00%,0,38
2026-03-24,400,400,400,400,0,0.00%,0,38
2026-03-25,400,400,400,400,0,0.00%,0,38
2026-03-26,406,406,406,406,6,+1.50%,0,38
2026-03-27,406,406,406,406,0,0.00%,5,35
2026-03-30,414,414,414,414,8,+1.97%,0,35
2026-03-31,414,414,414,414,0,0.00%,0,35
2026-04-01,414,414,414,414,0,0.00%,0,35
2026-04-02,408,408,408,408,-6.,-1.45%,9,0
2026-04-06,408,408,408,408,0,0.00%,0,35
2026-04-07,415,415,415,415,7,+1.72%,3,35
2026-04-08,415,415,415,415,0,0.00%,0,35
2026-04-09,415,415,415,415,0,0.00%,0,35
2026-04-10,408,408,408,408,-7.,-1.69%,12,31
2026-04-13,408,408,408,408,0,0.00%,0,31
2026-04-14,404,408,404,408,0,0.00%,3,28
2026-04-15,408,408,408,408,0,0.00%,0,28
