horizon,model,phase_offset,n,mae_skill_zero,brier_skill_frequency,direction_accuracy
30,internal,7,2,0.004222487238294534,0.0943646930511039,1.0
30,internal,8,1,0.008769154965611842,0.23000064957053656,1.0
30,internal,9,3,-0.0007888927964592729,0.005228447634418654,0.6666666666666666
30,internal,10,2,0.009682613453253296,0.22248366593143332,1.0
30,internal,11,1,-0.047656463044453694,0.2583147492131947,1.0
30,internal,12,3,0.001875055645230335,0.06245528847971593,0.6666666666666666
30,internal,13,1,-0.016235242566801172,-0.34118437074998775,0.0
30,internal,14,3,-0.00726484379878058,-0.04940150429561485,0.6666666666666666
30,internal,15,1,0.015677351859257935,0.3104302774120496,1.0
30,internal,16,2,-0.010283090417054611,-0.0735646421185483,0.5
30,internal,17,4,-0.006178206066873727,-0.16180959882661772,0.25
30,internal,18,1,0.0081834232002276,0.2756935874512851,1.0
30,internal,19,3,0.017101944256089973,0.16734716281435746,1.0
30,internal,20,1,-0.012637674959605515,-0.21976563123341775,0.0
30,internal,21,3,-0.004931427843112575,-0.00220753512013816,0.3333333333333333
30,internal,23,3,-0.011862392428276268,-0.22933031785068647,0.3333333333333333
30,internal,24,3,0.005207341083655906,0.15840200013174877,0.6666666666666666
30,internal,25,2,0.009420373378922108,-0.010667519891426669,0.5
30,internal,26,2,-0.018003599280359335,-0.39129135686908334,0.0
30,internal,27,1,-0.029108049447940113,-0.7730362139978347,0.0
30,internal,28,3,-0.011270547150908639,-0.14042315017557683,0.0
30,internal,29,1,0.004366162930984978,-0.01665529672359506,1.0
30,local,0,2,-0.0009733578960838471,-0.21781864940016282,0.5
30,local,1,3,0.007332208703177107,0.25367725866514884,0.6666666666666666
30,local,2,4,0.006263733034458485,0.12941644446845635,1.0
30,local,3,1,0.0037199776821971314,0.05951224116683307,1.0
30,local,4,1,-0.030909119050665353,-0.7657932824355222,0.0
30,local,5,2,0.004359400430424931,0.08815924505372164,0.5
30,local,6,1,-0.02607075664249131,-0.37233907155143064,0.0
30,local,7,2,0.013979754358463409,0.1751812691717758,1.0
30,local,8,1,0.0181231776735159,0.4388421775491812,1.0
30,local,9,3,-0.003922497497696777,-0.09301879201134555,0.6666666666666666
30,local,10,2,-4.5159374804044916e-05,0.10855464557294553,0.5
30,local,11,1,-0.06089343725306337,0.22281751707716985,1.0
30,local,12,3,0.011970745389628439,0.1493420300305397,0.3333333333333333
30,local,13,1,-0.027096290168225456,-0.17674602306000065,0.0
30,local,14,3,0.006650682004758369,0.13479831201688575,0.6666666666666666
30,local,15,1,0.006990883216168316,0.2620197330514253,1.0
