lookback,threshold,horizon,called_n,called_hit,called_mean_signed,episode_n,episode_hit,episode_binom_p,episode_mean_signed,greedy_n,greedy_hits,greedy_hit,greedy_binom_p,greedy_mean_signed,greedy_median_signed,mbb_block,mbb_ci_low,mbb_ci_high,phase_count,phase_n_min,phase_n_median,phase_hit_min,phase_hit_median,phase_mean_min,phase_mean_median,post_n,post_hit,post_mean_signed,half1_n,half1_hit,half1_mean_signed,half2_n,half2_hit,half2_mean_signed,third1_n,third1_hit,third1_mean_signed,third2_n,third2_hit,third2_mean_signed,third3_n,third3_hit,third3_mean_signed,greedy_holm_p,episode_holm_p,max_shift_p
40,1.0,30,96,0.7916666666666666,0.020494255212502522,16,0.75,0.0384063720703125,0.026529247701986863,10,8,0.8,0.0546875,0.021880993741287783,0.016487017618130474,30,0.0115470027677993,0.030209469984809577,15,10,10.0,0.8,0.8,0.021627508180968976,0.02188293616147865,9,0.7777777777777778,0.023465112478024276,3,0.6666666666666666,0.010224106848983462,7,0.8571428571428571,0.02687680240941821,1,1.0,0.007623925110659371,6,0.6666666666666666,0.014803608671892858,3,1.0,0.0396730519261786,1.0,1.0,0.15494835054981673
40,1.0,45,82,0.8292682926829268,0.036430896878799385,16,0.8125,0.0106353759765625,0.037889851457209564,7,6,0.8571428571428571,0.0625,0.0328027611813365,0.030850775720475933,45,0.02282743097013665,0.05030294204283259,3,7,7.0,0.8571428571428571,0.8571428571428571,0.0328027611813365,0.0328027611813365,6,0.8333333333333334,0.03442848880551075,2,1.0,0.026949585578383475,5,0.8,0.03514403142251771,1,1.0,0.023048395436291017,3,0.6666666666666666,0.013126150485830672,3,1.0,0.05265183186405408,1.0,0.6487579345703125,0.08597134288570477
40,1.0,60,76,0.8026315789473685,0.040553709735276555,13,0.7692307692307693,0.046142578125,0.03614815869609172,6,5,0.8333333333333334,0.109375,0.03559808109059044,0.02911395127873218,60,0.02053357006653271,0.060573139523345546,16,6,6.0,0.6666666666666666,0.8333333333333334,0.027589798150305735,0.03517506833793539,6,0.8333333333333334,0.03559808109059044,1,1.0,0.023048395436291017,5,0.8,0.038108018221450324,0,,,2,1.0,0.05000471828620967,4,0.75,0.028394762492780827,1.0,1.0,0.22759080306564478
40,1.0,90,76,0.6842105263157895,0.03409990296760693,12,0.75,0.072998046875,0.03485405246695785,4,2,0.5,0.6875,0.012789069821241162,0.01947137551681994,90,0.03409990296760692,0.03409990296760693,18,3,4.0,0.5,0.5,0.003195847721598772,0.010751463105316482,4,0.5,0.012789069821241162,2,0.5,0.038126215749877845,2,0.5,-0.012548076107395518,1,0.0,-0.022529113060028104,2,1.0,0.08273078880885781,2,0.5,0.009250455826151,1.0,1.0,
40,1.25,5,117,0.4700854700854701,0.002509301742675967,27,0.5185185185185185,0.5,-0.0006275750005105703,38,17,0.4473684210526316,0.7911539045817335,0.00016111967650854695,0.0,5,-0.0013000567860442843,0.006945378785920653,4,38,38.0,0.4473684210526316,0.4473684210526316,2.8211366348847574e-05,0.00016111967650854695,32,0.40625,-0.0004466833544693273,12,0.5833333333333334,0.0033825349429409215,26,0.38461538461538464,-0.001325687369537165,6,0.6666666666666666,0.003402735841723875,18,0.4444444444444444,0.002611403033815388,14,0.35714285714285715,-0.004378508710835389,1.0,1.0,0.9730089970009996
40,1.25,10,111,0.4594594594594595,0.0027840224025522625,25,0.64,0.11476147174835205,0.005676899349778365,21,11,0.5238095238095238,0.5,0.002223617197994869,0.0025348556031880663,10,-0.002177705833070431,0.009197317998712139,9,20,20.0,0.5,0.5,0.002208055277735209,0.0022236171979948716,18,0.5,0.0021706686692907176,7,0.5714285714285714,0.005459551554836171,14,0.5,0.0006056500195742184,3,0.6666666666666666,0.0025413083702197736,10,0.6,0.005176953447553962,9,0.4444444444444444,0.0025200378503715936,1.0,1.0,0.8353882039320226
40,1.25,15,105,0.44761904761904764,0.0043218397380333055,24,0.5833333333333334,0.27062809467315674,0.006619477284465397,17,10,0.5882352941176471,0.3145294189453125,0.006098896348144249,0.005277057100843781,15,-0.002302698856666372,0.01110823423862121,12,16,17.0,0.5294117647058824,0.5294117647058824,0.005503588878000448,0.005751515380786552,15,0.5333333333333333,0.005898129427902424,6,0.6666666666666666,0.013114216589411407,11,0.5454545454545454,0.0022723580347258025,2,1.0,0.007604648249957945,9,0.5555555555555556,0.011753776060805573,7,0.5714285714285714,0.004534873408640057,1.0,1.0,0.56647784071976
40,1.25,30,82,0.7926829268292683,0.019112593710551386,20,0.75,0.020694732666015625,0.02845623218894027,10,8,0.8,0.0546875,0.021880993741287783,0.016487017618130474,30,0.01318977805312133,0.025207797965384818,12,10,10.0,0.8,0.8,0.021627508180968976,0.021880993741287783,9,0.7777777777777778,0.023465112478024276,3,0.6666666666666666,0.010224106848983462,7,0.8571428571428571,0.02687680240941821,1,1.0,0.007623925110659371,6,0.6666666666666666,0.014803608671892858,3,1.0,0.040788120090287094,1.0,1.0,0.15494835054981673
40,1.25,45,71,0.8450704225352113,0.03262361530030904,19,0.7894736842105263,0.00960540771484375,0.03968850078236401,7,6,0.8571428571428571,0.0625,0.03401806531208461,0.030850775720475933,45,0.023014052045863806,0.042219799617100214,3,7,7.0,0.8571428571428571,0.8571428571428571,0.03401806531208461,0.03401806531208461,6,0.8333333333333334,0.03584634362471687,2,1.0,0.026949585578383475,5,0.8,0.036845457205565056,1,1.0,0.023048395436291017,3,0.6666666666666666,0.013126150485830672,3,1.0,0.05265183186405408,1.0,0.5955352783203125,0.09963345551482838
40,1.25,60,66,0.803030303030303,0.037583941846177325,16,0.75,0.0384063720703125,0.03647710495769864,6,5,0.8333333333333334,0.109375,0.03559808109059044,0.02911395127873218,60,0.027677287091814398,0.04786341115044555,16,6,6.0,0.6666666666666666,0.8333333333333334,0.027589798150305735,0.03517506833793539,6,0.8333333333333334,0.03559808109059044,1,1.0,0.023048395436291017,5,0.8,0.038108018221450324,0,,,2,1.0,0.05000471828620967,4,0.75,0.028394762492780827,1.0,1.0,0.22759080306564478
